"param","m","l","u","rhat","ess"
"sigma_R",0.0557013722193837,0.0230278143935755,0.107720962686304,1.0125265329707,115.144173916316
"rho",0.000126912525002758,5.50795405297265e-05,0.000218777842278747,1.0158365496483,101.159043199597
