"param","m","l","u","rhat","ess"
"sigma_R",0.0628629623628826,0.0338141424558549,0.121361694474654,1.04370245336025,105.882951062158
"rho",0.000262686578941275,0.000175115836270541,0.000383906861877313,1.02682180743963,118.425504966694
