"variable","mean","median","sd","lower","upper","rhat","ess_bulk","t","days","t_approximation","date"
"eta",-0.0413682690733333,-0.0352331,0.988736588065957,-1.943802,1.85806375,1.00685510747329,1400.62621481429,NA,NA,54,NA
"eta",-0.0208752910911111,-0.02672955,0.965303774633973,-1.90443825,1.92692575,1.00132053489239,2148.12935588343,NA,NA,55,NA
"eta",-0.0241897023444444,-0.0415026,0.992455237803926,-1.988904,1.9480315,1.00148118518677,777.508929750502,NA,NA,56,NA
"eta",0.0439916652466667,0.05587345,1.01100395578643,-1.93418875,2.08424,1.00554602728796,1498.2645718632,NA,NA,57,NA
"eta",0.0875606525,0.1108015,0.948620666015015,-1.86361775,1.93588125,0.998755583797339,866.445867956507,NA,NA,58,NA
"eta",0.0212706205377778,0.01343899,1.04054467004083,-1.94952275,2.12235225,1.00096298771888,1568.80801335257,NA,NA,59,NA
"eta",-0.125133884197778,-0.090046,0.983863573482868,-2.04821575,1.858755,1.00730774233333,2001.11093517817,NA,NA,60,NA
"eta",-0.0986445674055555,-0.1022543,0.991369657763299,-2.048044,1.8960365,1.00845759908083,1214.21239975012,NA,NA,61,NA
"eta",0.0926901026977778,0.112451,0.98428090922015,-1.9393935,1.968406,1.00254455064922,1733.00562717692,NA,NA,62,NA
"eta",0.156152475886667,0.1719515,1.01993533076167,-1.84904,2.14042925,0.998766567371041,1653.16475410892,NA,NA,63,NA
"eta",-0.0400149844333333,-0.0350598,0.964401565399442,-2.0425045,1.83455775,1.00591853730666,1525.3244197605,NA,NA,64,NA
"eta",-0.139070258587778,-0.1745305,0.965234621077618,-1.98907325,1.779262,0.999514890878217,1413.56528222761,NA,NA,65,NA
"eta",0.0256116435465555,0.00799928,0.975972723948381,-1.892724,1.90863725,0.9997193263081,1338.48075958096,NA,NA,66,NA
"eta",0.0372789092,0.05636875,1.00741365662578,-1.917785,1.96414875,1.00685726926389,1644.72051349212,NA,NA,67,NA
"eta",-0.0221234534255556,0.005586535,0.980235625210618,-1.9638525,1.91199975,1.00168739978773,1266.34507544472,NA,NA,68,NA
"eta",0.109401853755556,0.0958234,1.0034258528196,-1.9465135,2.18454525,1.00804609765567,1326.34022510484,NA,NA,69,NA
"eta",0.0157709581877778,0.03382445,1.0837950979672,-2.2277295,2.04340675,1.01806170506981,1702.97855649989,NA,NA,70,NA
"eta",-0.173446622336667,-0.1446125,1.12332283303664,-2.52374175,2.0960815,1.00821493145378,1109.72154694779,NA,NA,71,NA
"eta",-0.0490114704441111,-0.114113,1.00393757504767,-2.05648225,1.83600425,1.01025441238739,1835.28438474023,NA,NA,72,NA
"eta",0.0867026282277778,0.04888735,0.956365395341616,-1.780911,1.87326,1.00768424884327,1784.44149547927,NA,NA,73,NA
"eta",0.0954080078555555,0.08427875,1.02995001913006,-1.99883725,2.16230775,0.999718425296586,1734.66069894616,NA,NA,74,NA
"eta",0.0144382577,0.0445501,1.01798654949358,-2.02208325,2.070207,1.0036663426558,1575.25409246827,NA,NA,75,NA
"eta",-0.0848717886222222,-0.1097015,0.962948784625472,-1.92400325,1.89571825,0.998771000570994,1846.55818426354,NA,NA,76,NA
"eta",-0.0348854811891111,-0.04609,1.03321693891937,-2.12715625,2.020251,1.00017217131297,1802.67667040164,NA,NA,77,NA
"eta",0.0389600787033333,0.06129795,1.01253749185371,-2.1514015,1.8833525,1.00429258309378,1728.22135280912,NA,NA,78,NA
"eta",0.0374443069111111,0.03515365,1.04352367631918,-2.030024,2.05422175,1.00065980790834,1642.22194723084,NA,NA,79,NA
"eta",0.0547082572666666,0.0495896,1.0090583393922,-1.9553095,2.13801375,1.00092058789373,1430.92361060035,NA,NA,80,NA
"init_inc",-6.11834788888889,-6.120075,0.956608032026311,-8.05795125,-4.3115835,1.00735098588521,730.921501167346,NA,NA,NA,NA
"init_growth",-0.0270599483011111,-0.02021685,0.247879483582654,-0.51101725,0.468969875,0.999826880973836,1763.97482926271,NA,NA,NA,NA
"prob_detect",9.67648538922222e-05,8.426855e-05,6.59908233840562e-05,7.207189e-06,0.000257259425,1.00114967618042,668.903842477982,NA,1,NA,NA
"prob_detect",0.000114090419544444,0.0001028425,7.81856230430421e-05,6.9894425e-06,0.0002985317,0.999675797953499,833.943656973609,NA,2,NA,NA
"prob_detect",0.000134914912943667,0.000119597,9.3903388781249e-05,6.974448e-06,0.000347298225,1.00831568489618,586.41082996145,NA,3,NA,NA
"prob_detect",0.000153360848887778,0.000133829,0.000101835945835415,8.9786905e-06,0.00037741155,1.00311233535651,545.325793388028,NA,4,NA,NA
"prob_detect",0.000183070249655556,0.000166407,0.0001200328861535,1.10185625e-05,0.000474017925,1.00532561689131,953.043908658427,NA,5,NA,NA
"prob_detect",0.000210774274675556,0.000188857,0.00014663482035782,1.08180775e-05,0.000551271725,1.00214785224295,718.180015199523,NA,6,NA,NA
"prob_detect",0.000238305759727111,0.0002080495,0.000169478621929792,1.308077e-05,0.000636447425,1.00372122728206,873.565328183659,NA,7,NA,NA
"prob_detect",0.000277784946618889,0.0002319865,0.000209255620545625,4.99635e-06,0.000772266825,1.00939196132881,356.972410265995,NA,8,NA,NA
"prob_detect",0.000326171818627778,0.0002935075,0.00022444344639279,9.603313e-06,0.000836447175,1.0026342524336,344.132783585027,NA,9,NA,NA
"prob_detect",0.000391778707266667,0.000356703,0.000272071643404506,2.00632425e-05,0.00105826775,1.01060254010304,817.126409265655,NA,10,NA,NA
"prob_detect",0.000458873326169889,0.000405534,0.000312320151151095,2.68888775e-05,0.00114037,1.00297739396103,532.833385018822,NA,11,NA,NA
"prob_detect",0.00054956064045,0.0004886395,0.000366670740221987,3.350358e-05,0.0014149945,1.01385781164477,424.430281588072,NA,12,NA,NA
"prob_detect",0.000628743931988889,0.0005849355,0.000407415745188689,4.27445475e-05,0.00151687425,1.00848413979046,718.0256134671,NA,13,NA,NA
"prob_detect",0.000760961703555555,0.000645684,0.000505957293584764,7.02916275e-05,0.00191360775,1.00191692765656,857.88981258277,NA,14,NA,NA
"prob_detect",0.000917521222088889,0.000818239,0.000603333372454009,7.817984e-05,0.00237416375,1.00627634951783,888.86522136558,NA,15,NA,NA
"prob_detect",0.00104977044637778,0.0009498935,0.000686829860653983,5.36117125e-05,0.002569539,1.00527165391738,593.045370346372,NA,16,NA,NA
"prob_detect",0.00123453675351111,0.001147845,0.000790609521429435,6.83248475e-05,0.00309475625,1.00240936767051,830.472331013432,NA,17,NA,NA
"prob_detect",0.00146398399786667,0.00136382,0.000940001782534299,9.512114e-05,0.0036248415,1.00458460044818,677.619381729309,NA,18,NA,NA
"prob_detect",0.00168376105766667,0.00159446,0.00105139634668863,9.95663025e-05,0.00408913325,0.999388019323563,606.585271910989,NA,19,NA,NA
"prob_detect",0.00203470606085389,0.001883775,0.0013577780460538,9.8699815e-05,0.005113604,1.0074380641438,635.506148205465,NA,20,NA,NA
"prob_detect",0.00242757060651111,0.0023091,0.00137968908107321,0.000206676375,0.005479655,1.00021213049423,570.792886640199,NA,21,NA,NA
"prob_detect",0.00280099283388889,0.00256838,0.00180265087535767,0.000151241225,0.006800899,1.00866596295627,357.36424913077,NA,22,NA,NA
"prob_detect",0.00352848975408233,0.00325926,0.00195523529374551,0.0002942743,0.00796170675,1.00847615077523,362.843381620435,NA,23,NA,NA
"prob_detect",0.00400868850311111,0.003684325,0.00259098866684074,0.0002601631,0.00967710325,1.00046993657042,476.191977033452,NA,24,NA,NA
"prob_detect",0.00500661622866667,0.00493844,0.00279391668559581,0.0003522827,0.0108850475,1.00874237566608,536.001606164352,NA,25,NA,NA
"prob_detect",0.00583259153488889,0.005599375,0.00346992401573888,0.000353738175,0.013238925,1.00978593790097,502.712745134089,NA,26,NA,NA
"prob_detect",0.00682458404925333,0.00649641,0.00394157882082204,0.000517632375,0.014938735,1.00069072656367,539.959623882914,NA,27,NA,NA
"prob_detect",0.00829908321955555,0.00801172,0.00469354462628558,0.00039248225,0.0175608425,1.01825469321353,462.273401757189,NA,28,NA,NA
"prob_detect",0.0101275049742222,0.00992172,0.00543971680886223,0.0005345372,0.021672895,1.01319486833746,231.430121433124,NA,29,NA,NA
"prob_detect",0.0118770452593733,0.0114602,0.00646532525558454,0.00110816125,0.0253318125,1.00361557144682,399.778861502443,NA,30,NA,NA
"prob_detect",0.0144491797945556,0.0137897,0.00795534688141538,0.0014566065,0.03175818,1.00139368656653,606.874116341349,NA,31,NA,NA
"prob_detect",0.01746446519,0.01690345,0.00883779663841015,0.00256224975,0.0360261225,1.00386900332481,798.658294723365,NA,32,NA,NA
"prob_detect",0.02126583885,0.02033415,0.0105142980234855,0.00283055725,0.04211127,1.00297197140478,740.036063994784,NA,33,NA,NA
"prob_detect",0.0261240319943333,0.0253285,0.0117459991116574,0.0054508115,0.0501341075,1.00535944863292,698.698089422602,NA,34,NA,NA
"prob_detect",0.0313790102155556,0.03052505,0.014354727869294,0.00517435425,0.06102258,1.00305348165397,633.128313061977,NA,35,NA,NA
"prob_detect",0.03784561088,0.0368374,0.0170871537231719,0.00738828,0.070966095,1.00484093188028,901.893516135277,NA,36,NA,NA
"prob_detect",0.0461980562677778,0.04560955,0.0198394557306092,0.010704985,0.0860532025,1.0066384212756,646.432058661248,NA,37,NA,NA
"prob_detect",0.0557160543711111,0.0554894,0.0225175292891396,0.0113307,0.0997019975,1.01864944738352,659.952897536887,NA,38,NA,NA
"prob_detect",0.0689147467555556,0.06898405,0.0246459780266662,0.018291775,0.115630025,0.999753879036338,835.671118287717,NA,39,NA,NA
"prob_detect",0.0842984902666667,0.08441625,0.027845163339138,0.0297507775,0.138481625,0.9986178545053,1256.19477011569,NA,40,NA,NA
"prob_detect",0.103486685,0.104002,0.0299612984756843,0.04526163,0.16399135,1.00198305634212,1514.00755077717,NA,41,NA,NA
"prob_detect",0.124993840111111,0.124114,0.0332909342887757,0.0624129,0.194129125,1.00403476985659,1095.78078398099,NA,42,NA,NA
"prob_detect",0.152121191444444,0.1517065,0.0364795249969652,0.0828881525,0.22333685,1.0018537690119,1784.50865787578,NA,43,NA,NA
"prob_detect",0.183548253222222,0.183359,0.0430137127227355,0.09798292,0.2667911,1.01146102205334,872.506754124289,NA,44,NA,NA
"prob_detect",0.219865753555556,0.221067,0.0417563999735208,0.14197615,0.301107775,1.00747582299664,1465.31035820962,NA,45,NA,NA
"prob_detect",0.258676743555556,0.2593835,0.0503463617153351,0.152040675,0.359009175,1.01396271910046,916.477955382771,NA,46,NA,NA
"prob_detect",0.302899835555556,0.302296,0.0547664089603805,0.19956115,0.408920475,1.00041074917353,1365.43230208582,NA,47,NA,NA
"prob_detect",0.354290377777778,0.355535,0.055268656283436,0.24562085,0.455376825,1.00172187489262,1990.4056201895,NA,48,NA,NA
"prob_detect",0.40741234,0.4067635,0.0622910325051199,0.28594795,0.53397685,1.01992041085083,1986.32504369448,NA,49,NA,NA
"prob_detect",0.460857666666667,0.4606655,0.0606845236889508,0.3395278,0.5777806,1.01369401422345,1499.64324173416,NA,50,NA,NA
"prob_detect",0.513384853333333,0.513933,0.0661234352368539,0.384334725,0.64410945,1.00685762624927,1252.70927003256,NA,51,NA,NA
"prob_detect",0.570491474444444,0.567461,0.0747306148734222,0.427048,0.7170419,1.00159248487736,1713.94094587844,NA,52,NA,NA
"prob_detect",0.624985146666667,0.6220415,0.07246106304196,0.49014565,0.770414275,1.00548218385126,1079.23710797033,NA,53,NA,NA
"prob_detect",0.674625884444444,0.6735765,0.068726959240772,0.53882985,0.79771585,1.00077107772712,1365.77124258789,NA,54,NA,NA
"prob_detect",0.720596201111111,0.720406,0.0701843919226121,0.58084125,0.856245,1.01129569069267,1279.47730508817,NA,55,NA,NA
"prob_detect",0.762718492222222,0.7615965,0.0719449771755373,0.6160505,0.9002505,1.02148882931197,1228.26761206204,NA,56,NA,NA
"prob_detect",0.776033252222222,0.776298,0.0881495922549874,0.610534625,0.95181305,0.999960957342176,568.617068125078,NA,57,NA,NA
"prob_detect",0.639505854444444,0.6550415,0.165584606768103,0.30009695,0.940652425,1.01205935657539,979.279818199998,NA,58,NA,NA
"prob_detect",0.330105399888889,0.3184495,0.163938183199246,0.046374275,0.678971175,1.00225957826253,959.455694912035,NA,59,NA,NA
"prob_detect",0.0591350220855556,0.0563116,0.0349714702031984,0.003349866,0.1370199,1.0059722020133,627.573681259238,NA,60,NA,NA
"prob_detect",0.00732258815988889,0.00687802,0.0044284828499173,0.000254584125,0.016269625,1.00173419693859,469.255121990673,NA,61,NA,NA
"gp",-0.3252114197,-0.3174895,0.982854799025144,-2.28286225,1.7224085,1.00457933804609,694.596478630792,1,NA,NA,"2020-12-30"
"gp",-0.330337131555556,-0.3361775,0.9821380251836,-2.2694415,1.6988645,1.00441451592124,690.14207717474,2,NA,NA,"2020-12-31"
"gp",-0.333388204258889,-0.32728,0.980331647834043,-2.28218475,1.66985475,1.00380811700426,692.409950853519,3,NA,NA,"2021-01-01"
"gp",-0.3340794308,-0.3309915,0.97779461513541,-2.31248125,1.651734,1.00326376224807,698.482344062894,4,NA,NA,"2021-01-02"
"gp",-0.332698717265556,-0.3394975,0.97497699974168,-2.253217,1.642796,1.0031611113835,709.386476247919,5,NA,NA,"2021-01-03"
"gp",-0.330159778152222,-0.341405,0.972352412278127,-2.22163125,1.640563,1.0042440832462,721.514396024406,6,NA,NA,"2021-01-04"
"gp",-0.327951388222222,-0.338953,0.970309165678582,-2.220488,1.6395675,1.00484031251697,733.777516216577,7,NA,NA,"2021-01-05"
"gp",-0.3279917227,-0.3397875,0.969039331440166,-2.23268725,1.63685825,1.00572362644903,747.811698874783,8,NA,NA,"2021-01-06"
"gp",-0.3324008687,-0.352236,0.9684830988284,-2.22187275,1.62332075,1.00520630657789,761.760795677309,9,NA,NA,"2021-01-07"
"gp",-0.34323084721,-0.3673255,0.968364806730736,-2.234949,1.61972925,1.00496226555308,767.542193992199,10,NA,NA,"2021-01-08"
"gp",-0.362188542582556,-0.3733495,0.968312284261865,-2.2538725,1.597266,1.0055639516606,773.434224425291,11,NA,NA,"2021-01-09"
"gp",-0.39040128419,-0.394951,0.968007566731267,-2.25882025,1.5606395,1.00477967054848,775.946396232739,12,NA,NA,"2021-01-10"
"gp",-0.428257490813333,-0.4322985,0.967302115603619,-2.292142,1.52215575,1.00401372470577,775.696082172329,13,NA,NA,"2021-01-11"
"gp",-0.475350604011111,-0.4772335,0.966254914208321,-2.3284665,1.4793445,1.00482276477183,771.981562036584,14,NA,NA,"2021-01-12"
"gp",-0.530533398666667,-0.547392,0.965091690874124,-2.37586625,1.432339,1.00480447152554,765.685631167435,15,NA,NA,"2021-01-13"
"gp",-0.592073944233333,-0.605,0.964117816600914,-2.4750285,1.388279,1.00508485335268,757.647384625427,16,NA,NA,"2021-01-14"
"gp",-0.657885712368889,-0.667676,0.963620047605007,-2.52347825,1.30936475,1.00413627825527,750.580074929253,17,NA,NA,"2021-01-15"
"gp",-0.725795666066667,-0.720041,0.963792878037702,-2.5640655,1.23821225,1.00488510147109,746.194411082831,18,NA,NA,"2021-01-16"
"gp",-0.793805449473333,-0.787922,0.964694089870207,-2.58856575,1.1917235,1.00301179173015,744.411285132939,19,NA,NA,"2021-01-17"
"gp",-0.860309015444444,-0.841248,0.966235317482407,-2.68276025,1.146616,1.00364173358066,733.961601838782,20,NA,NA,"2021-01-18"
"gp",-0.924228608066667,-0.8968765,0.968202093196419,-2.788706,1.100122,1.00288294262604,729.438776620518,21,NA,NA,"2021-01-19"
"gp",-0.985060087388889,-0.9593945,0.970303681531016,-2.9014045,1.04119075,1.00322904560255,726.646558934611,22,NA,NA,"2021-01-20"
"gp",-1.04282048445556,-1.021395,0.972247557649803,-2.99448275,0.98093335,1.00307319797466,725.180483940172,23,NA,NA,"2021-01-21"
"gp",-1.09791854368889,-1.085165,0.973816293216071,-3.06681175,0.93595195,1.00260574262738,726.623230001677,24,NA,NA,"2021-01-22"
"gp",-1.15097167225556,-1.129995,0.974913960780793,-3.111595,0.87943165,1.00247831408644,722.953939559155,25,NA,NA,"2021-01-23"
"gp",-1.20261089620889,-1.186505,0.97556297238528,-3.17647725,0.820547525,1.00244314098996,724.386386122606,26,NA,NA,"2021-01-24"
"gp",-1.25330448142222,-1.242105,0.975847932720518,-3.215352,0.7814268,1.00359969211216,718.666844581974,27,NA,NA,"2021-01-25"
"gp",-1.30323428948889,-1.28754,0.975839151676753,-3.207695,0.7541665,1.00578567584353,712.667182348205,28,NA,NA,"2021-01-26"
"gp",-1.35224251745454,-1.333895,0.975536523304329,-3.25729525,0.7169824,1.00481313859883,706.421197819766,29,NA,NA,"2021-01-27"
"gp",-1.39985277266667,-1.390595,0.974868866435786,-3.3106785,0.679122625,1.00495426954923,700.423373122802,30,NA,NA,"2021-01-28"
"gp",-1.44535963311,-1.44344,0.973744196846054,-3.383037,0.62721125,1.00486853339361,693.798500672421,31,NA,NA,"2021-01-29"
"gp",-1.48796356513333,-1.47997,0.972120992912284,-3.41819475,0.582767875,1.00633532502542,686.307281786743,32,NA,NA,"2021-01-30"
"gp",-1.52692508644444,-1.51318,0.970053595520977,-3.4118755,0.519862749999999,1.0072743371799,683.28021098607,33,NA,NA,"2021-01-31"
"gp",-1.56170529501111,-1.54114,0.967687934381122,-3.4426855,0.49132125,1.00731927986665,680.154429001813,34,NA,NA,"2021-02-01"
"gp",-1.59207152962222,-1.582275,0.965216543676654,-3.4808265,0.437413375,1.00713473531791,680.893997736748,35,NA,NA,"2021-02-02"
"gp",-1.61814677651111,-1.61721,0.962821373797687,-3.510975,0.38972945,1.00694452972251,687.341957344052,36,NA,NA,"2021-02-03"
"gp",-1.64039847014444,-1.64056,0.96064249578358,-3.518535,0.34459275,1.00746786257622,695.090679332253,37,NA,NA,"2021-02-04"
"gp",-1.65957234434444,-1.654575,0.958780950485769,-3.541361,0.305859725,1.00586275915202,705.436548290646,38,NA,NA,"2021-02-05"
"gp",-1.67658559488889,-1.67478,0.957321847366492,-3.550905,0.268487649999999,1.0060417016765,717.439147863835,39,NA,NA,"2021-02-06"
"gp",-1.69240250634444,-1.704495,0.956347067441948,-3.5924675,0.248539225,1.00622064306986,730.353370604673,40,NA,NA,"2021-02-07"
"gp",-1.70791492210889,-1.727825,0.955927301060669,-3.617921,0.242315025,1.0059675896523,743.566767745152,41,NA,NA,"2021-02-08"
"gp",-1.72384917522222,-1.74826,0.956095146873023,-3.606413,0.216778375,1.0056649133642,753.482404492166,42,NA,NA,"2021-02-09"
"gp",-1.74071495792222,-1.76541,0.956827548988739,-3.6382835,0.200967699999999,1.00508306272228,761.954635295182,43,NA,NA,"2021-02-10"
"gp",-1.75879830987778,-1.788795,0.958058633242138,-3.68031725,0.167156575,1.00507905301856,768.443620507872,44,NA,NA,"2021-02-11"
"gp",-1.77819609201111,-1.805275,0.959718585001607,-3.7044945,0.134566,1.00427198520162,773.868493867063,45,NA,NA,"2021-02-12"
"gp",-1.79888070788889,-1.803735,0.961778492190465,-3.73678775,0.10464115,1.00431607443343,779.602674318548,46,NA,NA,"2021-02-13"
"gp",-1.82077770897778,-1.830105,0.96426611372458,-3.7749945,0.0715743149999999,1.0031315220619,783.350461824162,47,NA,NA,"2021-02-14"
"gp",-1.84383390578889,-1.861495,0.967239770015281,-3.8223725,0.0503276099999998,1.00262764698945,783.769909032776,48,NA,NA,"2021-02-15"
"gp",-1.86806891667778,-1.88592,0.970729834915361,-3.86506125,0.0282514799999997,1.00345923879053,786.529613144421,49,NA,NA,"2021-02-16"
"gp",-1.89359042904444,-1.91594,0.974681379905535,-3.894119,0.0195815125,1.00426458015649,786.845365227909,50,NA,NA,"2021-02-17"
"gp",-1.9205780437,-1.931935,0.978926342284702,-3.9111795,0.0167220084999991,1.00476503743222,792.202816202515,51,NA,NA,"2021-02-18"
"gp",-1.94923895033333,-1.956745,0.983201182951495,-3.94391425,0.0372648624999989,1.00582600606286,798.189353824396,52,NA,NA,"2021-02-19"
"gp",-1.97974546277778,-1.98886,0.987196815445076,-3.990152,0.0273314324999993,1.00468183997396,802.518336001429,53,NA,NA,"2021-02-20"
"gp",-2.01217171322222,-2.00566,0.990616532477479,-4.02994775,-0.0224005425000006,1.00506674357609,809.397717578792,54,NA,NA,"2021-02-21"
