"variable","mean","median","sd","lower","upper","rhat","ess_bulk","t","days","t_approximation","date"
"eta",-0.73920607431,-0.757749,0.876012316793271,-2.5062845,1.03935775,1.00107135949591,1215.71702325375,NA,NA,16,NA
"eta",-0.549929988456667,-0.534214,0.922602776964449,-2.342155,1.1805905,1.00035508157597,1478.63586476028,NA,NA,17,NA
"eta",0.494835710366667,0.464266,0.927606978385835,-1.16430075,2.3784385,1.00478849758837,1001.52715510697,NA,NA,18,NA
"eta",0.259061591424444,0.2702645,0.950597476508752,-1.73474725,2.08153875,1.00133532940895,1050.55909410362,NA,NA,19,NA
"eta",-0.202501000177778,-0.1697425,0.950857364943684,-2.10458025,1.527707,1.00303247958753,950.642097510998,NA,NA,20,NA
"eta",-0.105017097566667,-0.1242455,0.921606029435325,-1.83938475,1.6768655,1.0044955122473,899.295404335865,NA,NA,21,NA
"eta",0.00748089237777779,-0.00751492,0.935744031502048,-1.9615235,1.9619655,1.00171736984093,1138.69469254199,NA,NA,22,NA
"eta",-0.0938435112433333,-0.09023075,0.923075271162312,-1.74504075,1.735091,1.0027216839866,1289.88988228235,NA,NA,23,NA
"eta",0.0827347347266666,0.0498234,0.923601024083671,-1.68557475,1.9189555,1.00368911216775,1031.80061374823,NA,NA,24,NA
"eta",0.0984798139666666,0.101966,0.931035696416497,-1.7843255,1.91878775,1.01486174130526,979.59185310346,NA,NA,25,NA
"eta",-0.0577940127644444,-0.0651262,0.94602901568154,-1.9570135,1.8768565,1.00389709989244,952.41509506398,NA,NA,26,NA
"eta",-0.131850718722222,-0.117684,0.895167578189852,-1.88307575,1.53660875,1.0066326490313,1142.51042609819,NA,NA,27,NA
"eta",0.0526476991,0.04190055,0.98762239709579,-1.86940375,2.00671725,0.999506716676244,1196.31608563851,NA,NA,28,NA
"eta",0.00701286637777779,-0.02707895,0.87244913672019,-1.64613,1.71987225,1.0037776747331,1062.22182858353,NA,NA,29,NA
"eta",0.0485992970222222,0.03923185,0.968002870566757,-1.8334235,1.9176195,1.00342543800568,1039.29966501967,NA,NA,30,NA
"eta",0.0474082133888889,0.0506412,0.987409097863872,-1.78652625,2.12320625,1.00590819398973,1246.7194916006,NA,NA,31,NA
"eta",-0.0814032036046667,-0.0211041,0.975468337138182,-2.06347325,1.830441,1.0034732458037,1058.98873433317,NA,NA,32,NA
"eta",-0.143570562937778,-0.1295945,0.973513608855103,-2.180866,1.82083775,1.00433174844449,1067.70722508677,NA,NA,33,NA
"eta",0.111230590271111,0.09878695,0.945277615536218,-1.714356,1.87101125,1.00555066158429,1100.12309497571,NA,NA,34,NA
"eta",0.105226881917778,0.136701,0.839691846107978,-1.599128,1.63093275,0.999577216367453,1148.41753286232,NA,NA,35,NA
"eta",-0.108279759502222,-0.1112305,0.965963094525009,-1.9696925,1.71956325,1.00094707771679,1026.87843845326,NA,NA,36,NA
"eta",-0.0540052252333333,-0.04631075,0.969895606715119,-2.017349,1.75032475,1.00601059228912,1919.79123470851,NA,NA,37,NA
"eta",0.0400173163047778,0.0482242,0.931680792528787,-1.77533125,1.857428,1.00277813424953,1032.39122836254,NA,NA,38,NA
"eta",0.00136010401666668,-0.0009818575,0.952699130950289,-1.8663835,1.84457625,1.00404003871091,843.438636896657,NA,NA,39,NA
"eta",0.0485730791288889,0.0553436,0.971367192710427,-1.82824625,2.010668,1.00012642543783,1263.10606442379,NA,NA,40,NA
"eta",-0.0191403452066667,-0.003199355,0.993469311529397,-1.8587595,1.883128,1.00785736521554,1140.07023225282,NA,NA,41,NA
"eta",-0.131320913577778,-0.111658,1.00863629280748,-1.982573,1.8308655,1.00035240053996,1689.71490577244,NA,NA,42,NA
"eta",0.0511245400525556,0.0492036,0.98835510819111,-1.809916,1.96650725,1.00373522205448,781.418220920627,NA,NA,43,NA
"eta",0.0656805486511111,0.0716109,1.00337532559729,-1.943486,2.130525,1.00333931016021,1263.53196064004,NA,NA,44,NA
"eta",-0.0737496660011111,-0.0191837,1.09544556913269,-2.3699525,2.0192905,1.00860100306777,1240.9726756648,NA,NA,45,NA
"eta",0.0245128475555555,0.02477095,1.05359633450911,-2.064988,2.1685855,0.999542860324408,1263.73684489401,NA,NA,46,NA
"eta",0.0229453116444445,-0.004661935,1.0361062793458,-1.9456875,2.076534,1.00434944931344,1113.26295331504,NA,NA,47,NA
"eta",-0.159150689477778,-0.132813,1.01205899227824,-2.13670075,1.82164425,0.999853672869963,1206.41224664143,NA,NA,48,NA
"init_inc",-4.86053474444444,-4.89514,0.813670203010825,-6.364853,-3.09096025,1.00626890254322,381.260636583581,NA,NA,NA,NA
"init_growth",-0.00283647409177776,-0.00657478,0.271156625384222,-0.511239325,0.561119975,1.00242964884572,1075.61054965864,NA,NA,NA,NA
"prob_detect",0.000102199326071111,8.818475e-05,6.85735045259847e-05,6.165691e-06,0.0002522771,1.00013389243611,943.966477962005,NA,1,NA,NA
"prob_detect",0.000115315807692222,0.000101891,8.29721929416613e-05,5.7605515e-06,0.000310904525,0.99921199324104,769.948665197064,NA,2,NA,NA
"prob_detect",0.00012744842281,0.0001133785,9.05899389665455e-05,6.1714195e-06,0.0003320819,1.00217459097024,670.288826094048,NA,3,NA,NA
"prob_detect",0.000156367276874444,0.0001388705,0.000106821471054293,9.3988055e-06,0.0003941278,1.00199746262796,787.791427742048,NA,4,NA,NA
"prob_detect",0.000184963971135556,0.0001701175,0.000117360447747403,1.4345255e-05,0.00043899375,0.99953400748066,630.052930132966,NA,5,NA,NA
"prob_detect",0.000202667067624333,0.000184324,0.00013874968756046,1.05572325e-05,0.000525822425,1.00173865127413,464.237624471079,NA,6,NA,NA
"prob_detect",0.000241297465524444,0.00021123,0.00017004123392808,1.1018115e-05,0.000605281275,1.00236230008578,726.999523320409,NA,7,NA,NA
"prob_detect",0.000281534523352222,0.0002578645,0.000195511132780389,1.57432675e-05,0.000738493025,1.0018518268213,961.062687697464,NA,8,NA,NA
"prob_detect",0.000348653923364444,0.000314344,0.000226926731376439,1.96483175e-05,0.0008683798,1.00095426266278,728.358738548517,NA,9,NA,NA
"prob_detect",0.000397495732388889,0.0003472225,0.000273183491192771,2.09290525e-05,0.00102329475,1.00484638423809,826.289792565747,NA,10,NA,NA
"prob_detect",0.000457847181323333,0.000412319,0.000305781504819405,1.145233e-05,0.00116501925,1.00326174439825,501.835279831391,NA,11,NA,NA
"prob_detect",0.00052612917218,0.0004728305,0.000366829749616263,1.0358567e-05,0.00136266775,1.00924671790971,198.889469598063,NA,12,NA,NA
"prob_detect",0.000628046395616667,0.0005777225,0.000417080233334109,1.998787e-05,0.0016085515,1.00277662810661,346.534502924559,NA,13,NA,NA
"prob_detect",0.000756834561588889,0.000695561,0.000510584361857192,2.525108e-05,0.0018850695,1.00345701897716,516.43957946281,NA,14,NA,NA
"prob_detect",0.000854245065777778,0.000772191,0.000573479248628843,6.37084325e-05,0.00210523525,1.00259409351017,509.958854441801,NA,15,NA,NA
"prob_detect",0.00107464387522222,0.000997097,0.000639430401499106,9.07565725e-05,0.00243023825,0.999941615441947,563.893034322102,NA,16,NA,NA
"prob_detect",0.00128380379041111,0.001169005,0.000787695008036509,8.86821975e-05,0.00310743875,1.00747943457904,701.643402257913,NA,17,NA,NA
"prob_detect",0.0014036570175,0.00131186,0.000917922608271482,2.51292925e-05,0.00328406975,1.01752898182535,174.560230475251,NA,18,NA,NA
"prob_detect",0.00176976010287778,0.0016135,0.00104159272237317,0.000147295125,0.00397491,1.00094576921986,623.715927934128,NA,19,NA,NA
"prob_detect",0.00202714590566667,0.001820875,0.00122924046962833,0.000182605125,0.00476647375,1.00445676213578,695.115189316974,NA,20,NA,NA
"prob_detect",0.00258812638928889,0.002435065,0.0014718158676756,0.000307502225,0.00573572475,1.00574473221839,578.259723970859,NA,21,NA,NA
"prob_detect",0.00291851706833333,0.002809635,0.0017365408521089,0.000205564725,0.00646096125,1.00328361870718,483.654832076492,NA,22,NA,NA
"prob_detect",0.00347014356522222,0.003156325,0.00213283568502731,0.000250809525,0.00804459725,1.0042009783595,527.538579301834,NA,23,NA,NA
"prob_detect",0.00401350032755556,0.00371115,0.00235626365351621,0.0003488555,0.00883987675,1.00058562605398,335.273279375443,NA,24,NA,NA
"prob_detect",0.00469319950377778,0.004342105,0.00291070608819108,0.00036643265,0.0106789475,1.00431278951359,516.413762195997,NA,25,NA,NA
"prob_detect",0.00579703458333333,0.00560803,0.00331538650652898,0.000354683725,0.0126910675,1.00545610232334,526.005206868439,NA,26,NA,NA
"prob_detect",0.00666748271501111,0.00632546,0.00419757019101096,0.00018793395,0.0159868525,1.02334949378428,165.118686174077,NA,27,NA,NA
"prob_detect",0.00829001822322222,0.00780221,0.0049124540785809,0.00058494015,0.0192139275,1.01331615104318,410.821994674209,NA,28,NA,NA
"prob_detect",0.0102426048544444,0.01037075,0.00525518139268066,0.001250864,0.0214010075,1.00398043573303,421.080378558798,NA,29,NA,NA
"prob_detect",0.0126312753666667,0.0122673,0.00631752439150629,0.0022940235,0.0258636625,1.00194051720671,880.455830511519,NA,30,NA,NA
"prob_detect",0.0140324575355556,0.01411685,0.00757515588626915,0.00088868515,0.0289456725,1.0124329579711,164.398649550242,NA,31,NA,NA
"prob_detect",0.0171155499588889,0.01651785,0.00895339655790321,0.0021774185,0.0359752375,1.00216307188327,532.438308577114,NA,32,NA,NA
"prob_detect",0.0212841124288889,0.02110975,0.0105921346209373,0.002604243,0.0417549125,1.00730915192198,470.300674636844,NA,33,NA,NA
"prob_detect",0.0248558934688889,0.02480955,0.0124519439666273,0.0038108955,0.0501223375,1.01335793385625,436.57669223606,NA,34,NA,NA
"prob_detect",0.0312528207066667,0.03064535,0.0146417157786188,0.00542715625,0.060241375,1.01035660727702,477.044294541783,NA,35,NA,NA
"prob_detect",0.0383211796966667,0.0390914,0.0167428474386801,0.005842479,0.072895405,1.00008553623767,507.598589774226,NA,36,NA,NA
"prob_detect",0.0470712587,0.0475838,0.0193219996798311,0.01018521,0.08554393,1.00257903657641,618.693114843008,NA,37,NA,NA
"prob_detect",0.0563032359555556,0.0562342,0.0231550537629583,0.0119151525,0.1032084,1.00356308840573,537.490033480036,NA,38,NA,NA
"prob_detect",0.0680532009222222,0.0677943,0.0256176685847041,0.0185016375,0.117611425,1.00238821826712,720.252023081289,NA,39,NA,NA
"prob_detect",0.0849427993222222,0.0855376,0.025929092447762,0.0284701925,0.1355535,1.00937483818204,717.883679707801,NA,40,NA,NA
"prob_detect",0.103423864222222,0.101694,0.0312524502154791,0.0468630475,0.166091275,1.00236794843791,1281.97492165939,NA,41,NA,NA
"prob_detect",0.126145593333333,0.126168,0.033630822949722,0.062973395,0.1946614,1.004234053066,1290.71559900603,NA,42,NA,NA
"prob_detect",0.154710270888889,0.155309,0.0366855937397265,0.07961567,0.2266834,1.00918237162731,1170.58478649456,NA,43,NA,NA
"prob_detect",0.180983015222222,0.1802075,0.0410588686972306,0.10084515,0.257127,1.00359741307564,1313.04509576653,NA,44,NA,NA
"prob_detect",0.220770062222222,0.221511,0.0413869352023069,0.139850675,0.2998237,1.00679917386231,2295.20706185698,NA,45,NA,NA
"prob_detect",0.257847933777778,0.2599435,0.0466778923551531,0.165852675,0.34795855,0.997903558139535,1336.92237454948,NA,46,NA,NA
"prob_detect",0.30372909,0.302868,0.0523116503590739,0.200156225,0.40650285,0.998818232752461,1276.66452539555,NA,47,NA,NA
"prob_detect",0.35544742,0.352508,0.0550726354348204,0.2528626,0.46697555,1.00825631308348,1456.70974219469,NA,48,NA,NA
"prob_detect",0.406294424444444,0.411098,0.0627527198229424,0.2893372,0.5242128,1.00734390037659,1208.88757741531,NA,49,NA,NA
"prob_detect",0.463928517777778,0.464294,0.0638576801044412,0.33675915,0.5864933,1.01408662011385,1858.3781218044,NA,50,NA,NA
"prob_detect",0.518644171111111,0.518092,0.0690702381472768,0.373383525,0.658728425,1.00161492110436,1275.55396808288,NA,51,NA,NA
"prob_detect",0.574810738888889,0.5747385,0.0700978651483609,0.442111,0.7063732,0.999893788670843,993.994976254484,NA,52,NA,NA
"prob_detect",0.626934453333333,0.6285205,0.0725508162370785,0.48439865,0.7649585,1.00078270810297,998.185341555975,NA,53,NA,NA
"prob_detect",0.681949225555556,0.680735,0.0747719098584124,0.534477175,0.82813445,1.00937011700359,775.087815769511,NA,54,NA,NA
"prob_detect",0.722785778888889,0.7248305,0.0710545359624707,0.5922838,0.86097005,1.00648939489925,1724.11483338948,NA,55,NA,NA
"prob_detect",0.762551554444444,0.758271,0.0736528886088188,0.622250775,0.9219897,1.02345235216879,317.404781466412,NA,56,NA,NA
"prob_detect",0.775834986666667,0.77507,0.0866047688272512,0.6112356,0.9361613,1.00235923009263,726.629279055522,NA,57,NA,NA
"prob_detect",0.635786877777778,0.636292,0.15864955934852,0.3207847,0.933759275,1.01006581411165,785.418054664259,NA,58,NA,NA
"prob_detect",0.327835058643333,0.31844,0.169665271853154,0.0379616775,0.680072975,1.00339988763302,859.826480572798,NA,59,NA,NA
"prob_detect",0.0607490248766667,0.056991,0.0334237711471953,0.00682537425,0.132489225,1.00710551663937,639.109132108336,NA,60,NA,NA
"prob_detect",0.00773710764444444,0.00715918,0.00425011313125343,0.00098941315,0.0168319575,1.00509200018543,702.257866243032,NA,61,NA,NA
"gp",-0.642383425008889,-0.6030455,0.836689285703311,-2.43688125,0.897826475,1.00805408812892,387.18445114096,1,NA,NA,"2022-01-05"
"gp",-0.652073960936667,-0.610104,0.831139232168658,-2.43575125,0.876435825,1.01026090571239,386.463482172644,2,NA,NA,"2022-01-06"
"gp",-0.656978730315556,-0.606623,0.825871691830379,-2.43344625,0.876190424999999,1.01051751949761,385.269291977112,3,NA,NA,"2022-01-07"
"gp",-0.657770069542222,-0.611187,0.82119908063027,-2.428756,0.867324649999999,1.00948003810584,382.712364749455,4,NA,NA,"2022-01-08"
"gp",-0.655201138833333,-0.6083755,0.817348823393836,-2.414277,0.874135624999999,1.00905762548245,380.143436451338,5,NA,NA,"2022-01-09"
"gp",-0.650028525823333,-0.5973175,0.814426454272117,-2.40243025,0.86449925,1.00759906789228,378.964832039291,6,NA,NA,"2022-01-10"
"gp",-0.642953865133333,-0.6005935,0.812394821301577,-2.3913825,0.863756099999999,1.00737504463123,377.375476597586,7,NA,NA,"2022-01-11"
"gp",-0.634583895233333,-0.588299,0.811100141133782,-2.396646,0.845707074999999,1.0075250607858,376.219782982652,8,NA,NA,"2022-01-12"
"gp",-0.625411486444444,-0.578872,0.810348944469797,-2.397693,0.842100374999999,1.00682351943861,376.09360689711,9,NA,NA,"2022-01-13"
"gp",-0.615813040877778,-0.5679655,0.809997177352322,-2.37808375,0.837097624999999,1.00606735109883,377.997072288653,10,NA,NA,"2022-01-14"
"gp",-0.606060087511111,-0.5628835,0.81000088787135,-2.37808625,0.83570695,1.00492192903054,379.773937639487,11,NA,NA,"2022-01-15"
"gp",-0.596341031411111,-0.560514,0.810399327531612,-2.34025725,0.84039235,1.00409562446715,381.197738698989,12,NA,NA,"2022-01-16"
"gp",-0.586789748833333,-0.557832,0.81123988710306,-2.29197375,0.903107849999998,1.00399955214445,382.986941736226,13,NA,NA,"2022-01-17"
"gp",-0.577520080444444,-0.550442,0.812505629930729,-2.25820125,0.914101124999999,1.0043417892612,386.065792198684,14,NA,NA,"2022-01-18"
"gp",-0.568663105533333,-0.5443035,0.814088228324623,-2.254502,0.92875745,1.00548578121162,388.003685149977,15,NA,NA,"2022-01-19"
"gp",-0.560405764931111,-0.535515,0.815824967522804,-2.25623525,0.974825425,1.00600090100886,389.969201668831,16,NA,NA,"2022-01-20"
"gp",-0.553024431266667,-0.5305125,0.817567228104419,-2.26600775,1.02889575,1.0063014551045,391.43139390949,17,NA,NA,"2022-01-21"
"gp",-0.546912502666667,-0.5165605,0.819230576017248,-2.2490495,1.0740275,1.0064502378127,391.671778063333,18,NA,NA,"2022-01-22"
"gp",-0.542590991233333,-0.516255,0.820795632671258,-2.22896825,1.07947575,1.00677865057992,392.177147887902,19,NA,NA,"2022-01-23"
"gp",-0.540698904588889,-0.5077455,0.822261930632329,-2.20190575,1.09681875,1.00794996139331,394.193591887836,20,NA,NA,"2022-01-24"
"gp",-0.541958888493333,-0.508524,0.823594756170077,-2.2016505,1.105444,1.00819407510213,390.956831712997,21,NA,NA,"2022-01-25"
"gp",-0.547118029844444,-0.515988,0.824698565001611,-2.24048175,1.1101765,1.00818053406715,389.715954180873,22,NA,NA,"2022-01-26"
"gp",-0.556866611905556,-0.51718,0.825431941178108,-2.2424625,1.10304,1.0083419671979,389.916348092401,23,NA,NA,"2022-01-27"
"gp",-0.571745419194444,-0.532147,0.825651136296292,-2.2807545,1.0393385,1.00772465543909,389.151749158781,24,NA,NA,"2022-01-28"
"gp",-0.592054363277778,-0.5521535,0.825259154776529,-2.308446,0.998200875,1.00767107203297,388.714317310971,25,NA,NA,"2022-01-29"
"gp",-0.6177774181,-0.5769615,0.82424000245444,-2.34737875,0.960424249999999,1.00678791684438,389.650534066691,26,NA,NA,"2022-01-30"
"gp",-0.648538545148889,-0.5957165,0.822678521007407,-2.37945225,0.8909812,1.00747987178571,389.055980005545,27,NA,NA,"2022-01-31"
"gp",-0.683600397005556,-0.6400695,0.820765201827322,-2.4079965,0.837680425,1.0075468130636,387.361562509729,28,NA,NA,"2022-02-01"
"gp",-0.721907091855556,-0.680762,0.818781396221689,-2.44595025,0.779942275,1.00731431268864,386.91924260365,29,NA,NA,"2022-02-02"
"gp",-0.7621718656,-0.7281345,0.817062032030207,-2.49201225,0.72745435,1.00809295392698,385.286897978132,30,NA,NA,"2022-02-03"
"gp",-0.802993592933333,-0.7744175,0.815929207435953,-2.54317925,0.676459225,1.00789634673721,383.98662275425,31,NA,NA,"2022-02-04"
"gp",-0.842986530055556,-0.8141835,0.815612412410649,-2.5876255,0.64329145,1.00738745302893,381.508968630755,32,NA,NA,"2022-02-05"
"gp",-0.880902943946667,-0.8659635,0.816186693376056,-2.62764325,0.61615685,1.00739635240402,378.83637935165,33,NA,NA,"2022-02-06"
"gp",-0.915725802055556,-0.9037615,0.817553596903549,-2.65807025,0.5743203,1.00696029959688,376.72137793723,34,NA,NA,"2022-02-07"
"gp",-0.946718534744444,-0.9333195,0.819477029088773,-2.6917295,0.535690674999999,1.00662426637081,375.868773280914,35,NA,NA,"2022-02-08"
"gp",-0.973423590911111,-0.9521215,0.821651546782916,-2.728165,0.486658724999999,1.00551659573152,375.817625751844,36,NA,NA,"2022-02-09"
"gp",-0.995612971155556,-0.968102,0.823771754583245,-2.74179275,0.460938749999999,1.00504398454777,376.117079733838,37,NA,NA,"2022-02-10"
"gp",-1.01320261871111,-0.983754,0.825576861166362,-2.77627025,0.4617213,1.00580283352934,377.624309024324,38,NA,NA,"2022-02-11"
"gp",-1.02615088217778,-0.9937165,0.82686700927747,-2.787836,0.45074065,1.00568641991269,378.336206871961,39,NA,NA,"2022-02-12"
"gp",-1.03436332695556,-0.9963505,0.827506552102511,-2.7956245,0.441666774999999,1.00590289714353,379.859274843242,40,NA,NA,"2022-02-13"
"gp",-1.03762496722222,-0.997047,0.827431712584203,-2.803053,0.443317675,1.00660277314904,379.966595211443,41,NA,NA,"2022-02-14"
"gp",-1.0355766908,-0.9976015,0.826664436078685,-2.8160785,0.453781874999999,1.00719901476585,378.948387497928,42,NA,NA,"2022-02-15"
"gp",-1.02773962072222,-0.9864,0.825324103599966,-2.8110195,0.459239825,1.00805136077609,377.183659232641,43,NA,NA,"2022-02-16"
"gp",-1.01358455545556,-0.9678785,0.82361800308198,-2.7687075,0.4664728,1.00850533691577,376.987614486019,44,NA,NA,"2022-02-17"
"gp",-0.9926322481,-0.94244,0.821807903981573,-2.73716475,0.489186,1.00954381912984,375.419677947699,45,NA,NA,"2022-02-18"
"gp",-0.9645601894,-0.909345,0.820153402401494,-2.729846,0.52885665,1.00984469250889,375.757103347436,46,NA,NA,"2022-02-19"
"gp",-0.929295372933333,-0.869413,0.818853311328817,-2.6994515,0.564092124999999,1.00944020850127,375.214922892277,47,NA,NA,"2022-02-20"
"gp",-0.887073091427778,-0.8228755,0.817999881590967,-2.638087,0.5920746,1.00866456966745,376.023978113653,48,NA,NA,"2022-02-21"
"gp",-0.838444848452222,-0.7814595,0.817558357700596,-2.5768485,0.666976925,1.00817437906559,376.672551721683,49,NA,NA,"2022-02-22"
"gp",-0.784237394402556,-0.7258445,0.817378287489733,-2.52018225,0.748521125,1.00657589629516,378.26079415948,50,NA,NA,"2022-02-23"
"gp",-0.725468572677778,-0.6782415,0.817238838566993,-2.4691695,0.8178035,1.00693240554164,379.798016588928,51,NA,NA,"2022-02-24"
"gp",-0.663240339903333,-0.619711,0.816922550373928,-2.40532625,0.890928625,1.00560736064103,381.454577383195,52,NA,NA,"2022-02-25"
"gp",-0.598629797133333,-0.5572625,0.816297234494824,-2.35315975,0.960536125,1.005789668428,384.796413607103,53,NA,NA,"2022-02-26"
"gp",-0.532603268066667,-0.486118,0.81537895103115,-2.2944185,1.02662775,1.00605919880211,385.055598705278,54,NA,NA,"2022-02-27"
"gp",-0.46597076856,-0.426921,0.81434036687371,-2.24330525,1.10625675,1.00651688940604,386.584601596679,55,NA,NA,"2022-02-28"
"gp",-0.39938843896,-0.368366,0.813457494194057,-2.18665625,1.1804225,1.00672175230781,386.540686490796,56,NA,NA,"2022-03-01"
"gp",-0.333408382133333,-0.306602,0.813005299347754,-2.117011,1.226155,1.00654418147341,384.589951180657,57,NA,NA,"2022-03-02"
"gp",-0.268556197895556,-0.2375015,0.813149858241356,-2.066716,1.264475,1.00579235318669,381.310682311678,58,NA,NA,"2022-03-03"
"gp",-0.205418671633333,-0.1807125,0.813889543301221,-1.9971325,1.29917925,1.00679756533951,379.417450775224,59,NA,NA,"2022-03-04"
"gp",-0.144712676227778,-0.1110955,0.815065718902612,-1.94027425,1.334955,1.00733176525564,377.673698799588,60,NA,NA,"2022-03-05"
"gp",-0.0873128910644444,-0.0564066,0.816429899262058,-1.8751975,1.4078015,1.00883027926604,376.825821224834,61,NA,NA,"2022-03-06"
"gp",-0.03422621167,-0.004635785,0.817725146529511,-1.8179205,1.45656,1.00988400674846,377.467680415722,62,NA,NA,"2022-03-07"
"gp",0.0134926838888889,0.04228615,0.818740513444346,-1.77044575,1.52244125,1.00983820516328,377.839514006783,63,NA,NA,"2022-03-08"
"gp",0.0548694187233333,0.08740365,0.81932883925382,-1.72112575,1.56499925,1.00891997974718,378.829197747648,64,NA,NA,"2022-03-09"
"gp",0.0891581729511111,0.1149445,0.819402493150421,-1.673001,1.609721,1.00829251208579,380.116305177047,65,NA,NA,"2022-03-10"
"gp",0.115983714911111,0.1452465,0.8189341416081,-1.64132125,1.6425715,1.00799882999002,381.680566450834,66,NA,NA,"2022-03-11"
"gp",0.1354389062,0.1678265,0.81797015594878,-1.617478,1.65644225,1.00694807619924,383.581916619094,67,NA,NA,"2022-03-12"
"gp",0.148117759426667,0.172158,0.816645951538656,-1.59674175,1.67466225,1.00479005924466,384.661404275489,68,NA,NA,"2022-03-13"
"gp",0.1550676947,0.1895585,0.815178784432751,-1.592256,1.69071975,1.00414631810125,384.380730278998,69,NA,NA,"2022-03-14"
"gp",0.157664639532222,0.1935445,0.813828421475034,-1.58926925,1.68281575,1.00479364707051,384.038892580388,70,NA,NA,"2022-03-15"
"gp",0.157427293122222,0.189598,0.812834955044115,-1.58003775,1.64988875,1.00471852334981,383.072941783473,71,NA,NA,"2022-03-16"
"gp",0.155804552662222,0.185692,0.812361404178837,-1.5964415,1.6327075,1.00482012727559,382.751947289149,72,NA,NA,"2022-03-17"
"gp",0.153970116244444,0.1778935,0.812465932103439,-1.59890975,1.6376145,1.00498440263932,382.148630837631,73,NA,NA,"2022-03-18"
"gp",0.152667509966667,0.1754135,0.813111000512782,-1.58113625,1.64079425,1.00536813409239,381.903924705493,74,NA,NA,"2022-03-19"
"gp",0.152130725756667,0.187793,0.814195847162048,-1.598313,1.63932625,1.00539131294336,381.670126732789,75,NA,NA,"2022-03-20"
"gp",0.152098567555556,0.184702,0.815599696677608,-1.61836375,1.64327925,1.00601709128989,381.648491560114,76,NA,NA,"2022-03-21"
"gp",0.151919988788889,0.1825145,0.81722744185873,-1.6352585,1.6526055,1.00689107659417,380.756247464835,77,NA,NA,"2022-03-22"
"gp",0.150730605966667,0.185715,0.819059422154068,-1.64402175,1.65988725,1.00697734562855,381.003870337808,78,NA,NA,"2022-03-23"
"gp",0.147665696388889,0.1821725,0.821193612818109,-1.6625555,1.671706,1.00822499261813,382.812726828298,79,NA,NA,"2022-03-24"
"gp",0.142068980261111,0.188376,0.823864121618415,-1.682095,1.6884235,1.0089030807218,384.95281069555,80,NA,NA,"2022-03-25"
"gp",0.133658136629111,0.1955745,0.827409108137531,-1.6969755,1.66018025,1.00837301011437,384.613598790022,81,NA,NA,"2022-03-26"
"gp",0.122611614175556,0.1674165,0.832186255310804,-1.70101375,1.61379725,1.00939327233863,384.069989556694,82,NA,NA,"2022-03-27"
"gp",0.1095647001,0.156531,0.838456139766646,-1.69271575,1.60522,1.00943326497106,383.13030771917,83,NA,NA,"2022-03-28"
