"param","m","l","u","rhat","ess"
"sigma_R",0.0690713617919214,0.050139310461986,0.096925058483516,1.01089632253728,123.750081862304
"rho",0.000196690016880104,0.00014132064505181,0.000264693773110597,1.01749640003706,101.088754612642
