"param","m","l","u","rhat","ess"
"sigma_R",0.110361629196147,0.0504398075356703,0.216993248556983,1.03537916687111,127.38160278467
"rho",0.000338714910756526,0.000162145473083462,0.00060043510981045,1.02151476393622,132.350614030867
