"param","m","l","u","rhat","ess"
"sigma_R",0.116173484708767,0.0457557646841494,0.230817774517397,1.00911202171144,149.781108505622
"rho",0.000121934987786886,1.15930960043162e-05,0.000284667398405457,1.02534654653857,109.019676640673
