"X","t","mean","lower","upper","variable","date"
1,1,0.00349538628504843,0.00136215273307424,0.00713423466798455,"Pt","2020-05-01"
2,2,0.00332173325413614,0.00136990480057582,0.00645431764075362,"Pt","2020-05-02"
3,3,0.00316068631299938,0.00138152444334649,0.00581883951971225,"Pt","2020-05-03"
4,4,0.00301092075468029,0.00138357613729927,0.0052927575374979,"Pt","2020-05-04"
5,5,0.00287120322354776,0.00139974776232818,0.00479446308275754,"Pt","2020-05-05"
6,6,0.00274040813946862,0.00142402678799676,0.00435683508230655,"Pt","2020-05-06"
7,7,0.00261753611212178,0.00142435101961673,0.00401098091977197,"Pt","2020-05-07"
8,8,0.00250169177243846,0.00144155266922335,0.0037451585636045,"Pt","2020-05-08"
9,9,0.00239208617498343,0.00142211288612894,0.00348558276351155,"Pt","2020-05-09"
10,10,0.00228799568542501,0.00143912497028356,0.00323663932006522,"Pt","2020-05-10"
11,11,0.00218875748008577,0.0014380150472121,0.00305071104427692,"Pt","2020-05-11"
12,12,0.00209391193892602,0.00143177559529925,0.00287629559381487,"Pt","2020-05-12"
13,13,0.00200333788051766,0.0014127266197812,0.0026979672325278,"Pt","2020-05-13"
14,14,0.00191695433932072,0.00137265450422844,0.00253007673138752,"Pt","2020-05-14"
15,15,0.00183465453005784,0.00133513355296528,0.00240533823571628,"Pt","2020-05-15"
16,16,0.00175631298461984,0.00129987642218207,0.00229530646054607,"Pt","2020-05-16"
17,17,0.00168197597403834,0.00125916527656931,0.00216916414532967,"Pt","2020-05-17"
18,18,0.00161195843416774,0.00122521650015568,0.00208741072993764,"Pt","2020-05-18"
19,19,0.00154651499284673,0.00118319759228518,0.00199242256814015,"Pt","2020-05-19"
20,20,0.00148580987113073,0.00114126345086523,0.00190535139726254,"Pt","2020-05-20"
21,21,0.00142994177016976,0.00109141280898181,0.00182661442531227,"Pt","2020-05-21"
22,22,0.0013788858050547,0.00104992671540802,0.00176050774504277,"Pt","2020-05-22"
23,23,0.00133248211468966,0.00100926828718039,0.00171435060426306,"Pt","2020-05-23"
24,24,0.00129055859133716,0.000958113796632025,0.00166242040767467,"Pt","2020-05-24"
25,25,0.00125293512389452,0.000916656223906452,0.00163436695641295,"Pt","2020-05-25"
26,26,0.00121942988024916,0.000874135108518181,0.00161409943846178,"Pt","2020-05-26"
27,27,0.0011897578985439,0.000847634260906035,0.00159930002672749,"Pt","2020-05-27"
28,28,0.00116353739149149,0.000827119421098532,0.00157933601000504,"Pt","2020-05-28"
29,29,0.001140413564133,0.000799474114276749,0.00156222394275948,"Pt","2020-05-29"
30,30,0.00112005593381399,0.00076703229162051,0.00155984677750829,"Pt","2020-05-30"
31,31,0.00110216396562713,0.000745262775864658,0.00154332319823735,"Pt","2020-05-31"
32,32,0.00108647062615304,0.000722104009573274,0.00156375965130752,"Pt","2020-06-01"
33,33,0.00107272294581592,0.000701910063758212,0.00157092098761934,"Pt","2020-06-02"
34,34,0.00106066003126423,0.000684006843891197,0.00157218133791648,"Pt","2020-06-03"
35,35,0.00105000278016289,0.000669636835454209,0.00157883465629562,"Pt","2020-06-04"
36,36,0.00104046465230823,0.000659995779461395,0.00159068100869373,"Pt","2020-06-05"
37,37,0.00103181828084317,0.000649197695246058,0.00158153843307567,"Pt","2020-06-06"
38,38,0.00102388123927159,0.000640208152468659,0.0015779811715219,"Pt","2020-06-07"
39,39,0.00101646544525343,0.000633569045549371,0.00155106589618249,"Pt","2020-06-08"
40,40,0.00100937070453531,0.000624152711121434,0.00150567852829055,"Pt","2020-06-09"
41,41,0.00100239140513207,0.000618640549013592,0.00150491701783628,"Pt","2020-06-10"
42,42,0.000995312772285024,0.000615755997190759,0.00148826402376747,"Pt","2020-06-11"
43,43,0.000987911379224774,0.000613219417135784,0.00148647707863672,"Pt","2020-06-12"
44,44,0.000979951304693752,0.000613053935901232,0.00147785276493589,"Pt","2020-06-13"
45,45,0.000971185670812996,0.000607634463331286,0.0014412773271349,"Pt","2020-06-14"
46,46,0.000961393363722209,0.000606695042661375,0.00142301471792911,"Pt","2020-06-15"
47,47,0.000950504257582645,0.000610868707099182,0.00141486703454656,"Pt","2020-06-16"
48,48,0.000938508980207203,0.000610584798312196,0.00139233221656991,"Pt","2020-06-17"
49,49,0.000925386481603012,0.000603099971863472,0.001347447555095,"Pt","2020-06-18"
50,50,0.000911100389183586,0.000602726705187895,0.00132047622737515,"Pt","2020-06-19"
51,51,0.000895631749646241,0.000593852735564192,0.00128116329748136,"Pt","2020-06-20"
52,52,0.000879069294930382,0.000587433582751192,0.00124751021098966,"Pt","2020-06-21"
53,53,0.000861525018782065,0.000577607251377772,0.00121956577719018,"Pt","2020-06-22"
54,54,0.000843089125342115,0.000569773554412293,0.00118621485027476,"Pt","2020-06-23"
55,55,0.000823830998315906,0.000560310321456625,0.00114854388101621,"Pt","2020-06-24"
56,56,0.000803839403911118,0.000558847411979113,0.00109818582147661,"Pt","2020-06-25"
57,57,0.000783304099540409,0.000546361176412433,0.00106924826466586,"Pt","2020-06-26"
