t,value,iter,variable
53,-0.023213964235735553,86,rt
54,-0.024288570078701957,86,rt
55,-0.025002039923548554,86,rt
56,-0.00787820583915642,86,rt
57,-0.014854946510800795,86,rt
58,-0.03218374981286078,86,rt
59,-0.0298650455649687,86,rt
60,-0.048328440218121424,86,rt
61,-0.0434279714904588,86,rt
62,-0.02852016140017554,86,rt
63,-0.030205450691634595,86,rt
64,-0.03763612005218793,86,rt
65,-0.033990063388572654,86,rt
66,-0.041079034353420425,86,rt
67,-0.04372274334893408,86,rt
68,-0.023828832174502598,86,rt
69,-0.00793268276404751,86,rt
70,0.014846817444261223,86,rt
71,0.009176162100019078,86,rt
72,0.011811618976016744,86,rt
73,0.010397313165632699,86,rt
74,-0.007133573944995005,86,rt
75,0.0073997448067988116,86,rt
76,0.005874352736404807,86,rt
77,0.004796956878116617,86,rt
78,-0.0006229953484694541,86,rt
79,-0.0061779695311197525,86,rt
80,-0.01480092755974006,86,rt
81,-0.0061616690116435835,86,rt
82,-0.00901289884932736,86,rt
83,-0.013063589627082447,86,rt
84,-0.005791153134571903,86,rt
85,0.0038144691082408486,86,rt
86,0.003829890846177601,86,rt
87,0.0004269538700690076,86,rt
88,0.00911769420818945,86,rt
89,0.025576233379145295,86,rt
90,0.01632385071474453,86,rt
91,0.021627605675937335,86,rt
92,0.030159049853867945,86,rt
93,0.030044662836977053,86,rt
94,0.03207263031915031,86,rt
95,0.045657138217359276,86,rt
96,0.05304487195731238,86,rt
97,0.0464396403953739,86,rt
98,0.060287954179514734,86,rt
99,0.059729901239909476,86,rt
100,0.07519425610886174,86,rt
1,-0.0035596404402742773,87,rt
2,-0.002165108148831568,87,rt
3,0.007323177628525903,87,rt
4,0.021646939268239518,87,rt
5,0.02778372520226619,87,rt
6,0.03485991246307626,87,rt
7,0.03624602328285416,87,rt
8,0.04140316699413983,87,rt
9,0.03541946128199374,87,rt
10,0.040387999113126,87,rt
11,0.05038648537820168,87,rt
12,0.044631297212782986,87,rt
13,0.04351453241300239,87,rt
14,0.03097754766286184,87,rt
15,0.036911793850657564,87,rt
16,0.05039236341997542,87,rt
17,0.044346434082262964,87,rt
18,0.05369870044566183,87,rt
19,0.06513515497950022,87,rt
20,0.06693521327880407,87,rt
21,0.054242705752480004,87,rt
22,0.05237991071506289,87,rt
23,0.045265492926456916,87,rt
24,0.035557192782526115,87,rt
25,0.05076232500682141,87,rt
26,0.06641551653656202,87,rt
27,0.06920296183367118,87,rt
28,0.05387723305654848,87,rt
29,0.048996081317431425,87,rt
30,0.05195896943022259,87,rt
31,0.05691877257086843,87,rt
32,0.058244309703056676,87,rt
33,0.059873702791632226,87,rt
34,0.07138027586198709,87,rt
35,0.0904977430732516,87,rt
36,0.08111888498437794,87,rt
37,0.08750346942965911,87,rt
38,0.10361353193736614,87,rt
39,0.10231622189665272,87,rt
40,0.09292378371283505,87,rt
41,0.07132497260544,87,rt
42,0.07001806110763585,87,rt
43,0.06393764190283564,87,rt
44,0.037715307624679395,87,rt
45,0.027323603467558487,87,rt
46,0.013989348962463016,87,rt
47,-9.283986988923784e-5,87,rt
48,-0.001249547988580281,87,rt
49,0.002268734581080705,87,rt
50,0.002128653884680357,87,rt
51,0.0011445239338645882,87,rt
52,-0.0023731378460112164,87,rt
53,-0.0008943337825700593,87,rt
54,-0.0050327826472142765,87,rt
55,-0.0015866855451585073,87,rt
56,-0.0068214196227342015,87,rt
57,-0.0056882695834968855,87,rt
58,-0.00034382809985650156,87,rt
59,0.022663157274914726,87,rt
60,0.01004512505496996,87,rt
61,0.0018184740272677823,87,rt
62,-0.0052300961420820025,87,rt
63,-0.004992576551103953,87,rt
64,-0.005885765155257101,87,rt
65,-0.013119594472142802,87,rt
66,-0.004010340495981831,87,rt
67,-0.0004744138175013868,87,rt
68,-0.004755016331851046,87,rt
69,-0.015321865381732183,87,rt
70,-0.01446450049074383,87,rt
71,-0.026046595291671387,87,rt
72,-0.025858268365265842,87,rt
73,-0.012190475687829242,87,rt
74,-0.006795790216401202,87,rt
75,-0.015320675409226334,87,rt
76,-0.016761119834641607,87,rt
77,-0.015866702695934477,87,rt
78,-0.01119776880488195,87,rt
79,-0.018423436927150295,87,rt
80,-0.02375748604872286,87,rt
81,-0.019300318739280304,87,rt
82,-0.020516748036003583,87,rt
83,-0.023597870328401983,87,rt
84,-0.035405297102345246,87,rt
85,-0.040196538538927726,87,rt
86,-0.04417206581009914,87,rt
87,-0.04701667102702832,87,rt
88,-0.058355529460059286,87,rt
89,-0.0745780158090486,87,rt
90,-0.08233142362175173,87,rt
91,-0.08240045177036835,87,rt
92,-0.08339028221597733,87,rt
93,-0.08136461001626444,87,rt
94,-0.06736932639042098,87,rt
95,-0.08060833288195313,87,rt
96,-0.10070225356920104,87,rt
97,-0.09473698535823992,87,rt
98,-0.08729077867781501,87,rt
99,-0.0788377992951054,87,rt
100,-0.07209025675665309,87,rt
1,0.006642321497999765,88,rt
2,-0.003967296614805756,88,rt
3,-0.020502271603661623,88,rt
4,-0.01334805082433895,88,rt
5,-0.033208240633111424,88,rt
6,-0.025709862327497446,88,rt
7,-0.01560356785764172,88,rt
8,-0.024761769227778563,88,rt
9,-0.010695111814454414,88,rt
10,-0.03551652363243711,88,rt
11,-0.03598906829655655,88,rt
12,-0.02805016695105586,88,rt
13,-0.0419284242762701,88,rt
14,-0.03036107081931389,88,rt
15,-0.021077265029485828,88,rt
16,-0.013569312853707294,88,rt
17,-0.02088472814568322,88,rt
18,-0.03296969412123229,88,rt
19,-0.03543420818889461,88,rt
20,-0.04737712737603126,88,rt
21,-0.040265084372265,88,rt
22,-0.03632902264346069,88,rt
23,-0.023291086422257273,88,rt
24,-0.00862838650518949,88,rt
25,-0.00010592184072925892,88,rt
26,-0.00793189862255033,88,rt
27,-0.00750268008928986,88,rt
28,-0.0036063625463351964,88,rt
29,-0.008091154980914126,88,rt
30,-0.0017644357482946155,88,rt
31,-0.004928084087923883,88,rt
32,-0.012220495453979964,88,rt
33,-0.013066469303001527,88,rt
34,-0.001316251216581115,88,rt
35,-0.005663309372620953,88,rt
36,-0.0019801487200819313,88,rt
37,-0.006629214678591112,88,rt
38,0.007369659080572957,88,rt
39,-0.007173028646104475,88,rt
40,-0.025101703879222753,88,rt
41,-0.023191428945875614,88,rt
42,-0.026347780951757806,88,rt
43,-0.028617547178684505,88,rt
44,-0.0145436553972007,88,rt
45,-0.0253522609908749,88,rt
46,-0.029594299363580052,88,rt
47,-0.01683899649531315,88,rt
48,-0.010453131825191447,88,rt
49,-0.03903244214636543,88,rt
50,-0.02987877602276996,88,rt
51,-0.027745767696594283,88,rt
52,-0.019645968856271304,88,rt
53,-0.00972568409608129,88,rt
54,-0.01876807968806156,88,rt
55,-0.00953832059952431,88,rt
56,-0.02167151076115939,88,rt
57,-0.026950319212108637,88,rt
58,-0.041105920535013454,88,rt
59,-0.038554285937271275,88,rt
60,-0.016941127696320907,88,rt
61,-0.022687609680559103,88,rt
62,-0.018508721698872813,88,rt
63,-0.020695871754627972,88,rt
64,-0.028145914139619414,88,rt
65,-0.021231077367110968,88,rt
66,-0.0028877094172199934,88,rt
67,0.003912518022535594,88,rt
68,-0.0031479948005196665,88,rt
69,-0.0009713589868427376,88,rt
70,-0.00438792886081423,88,rt
71,0.004315883905789422,88,rt
72,0.0048638887487983465,88,rt
73,0.01712595396726419,88,rt
74,0.0168053715666569,88,rt
75,0.028187168494788112,88,rt
76,0.032273122236447654,88,rt
77,0.03992878902318664,88,rt
78,0.05237738662771479,88,rt
79,0.06051855302006442,88,rt
80,0.05859476913380947,88,rt
81,0.046810386305641424,88,rt
82,0.05119902451380441,88,rt
83,0.04651162205442742,88,rt
84,0.04131136360350416,88,rt
85,0.03450889118316629,88,rt
86,0.03832718111124262,88,rt
87,0.0576851037630369,88,rt
88,0.05118740901436486,88,rt
89,0.06723864474236593,88,rt
90,0.06343678720528237,88,rt
91,0.08318568285235378,88,rt
92,0.08038834437721373,88,rt
93,0.08862900850092438,88,rt
94,0.08407484055201882,88,rt
95,0.07739123202418896,88,rt
96,0.0520459144597612,88,rt
97,0.05620137638247212,88,rt
98,0.05161334394629955,88,rt
99,0.04863192837990442,88,rt
100,0.06512645846426596,88,rt
1,0.015100294551170679,89,rt
2,0.006215773554800264,89,rt
3,0.014026953838374365,89,rt
4,-0.0013806140207291307,89,rt
5,-0.015975216191197357,89,rt
6,-0.021487430321474935,89,rt
7,-0.03044028729092109,89,rt
8,-0.04667733682981729,89,rt
9,-0.04304332381973853,89,rt
10,-0.03531813965483861,89,rt
11,-0.042404605126240745,89,rt
12,-0.03712748636886128,89,rt
13,-0.019840544042983146,89,rt
14,-0.02385636658759296,89,rt
15,-0.01142054541228502,89,rt
16,-0.003536915051676191,89,rt
17,0.021702747396660844,89,rt
18,0.00950848569778307,89,rt
19,0.02733888663301786,89,rt
20,0.008857821662433683,89,rt
21,0.0004940554350037745,89,rt
22,0.0019133579773143155,89,rt
23,0.0004350721149159148,89,rt
24,-0.0009581578934234891,89,rt
25,0.008090167279535238,89,rt
26,0.02359920965439228,89,rt
27,0.03487053473732791,89,rt
28,0.04717942395535845,89,rt
29,0.04954864817756923,89,rt
30,0.05197587778396117,89,rt
31,0.038701465082226175,89,rt
32,0.0432839719421481,89,rt
33,0.041762291072546136,89,rt
34,0.03308482650445353,89,rt
35,0.0382231885943944,89,rt
36,0.036707956844602575,89,rt
37,0.03621249331890153,89,rt
38,0.040345816418197414,89,rt
39,0.05502150580082678,89,rt
40,0.0557937708186158,89,rt
41,0.037643412174043656,89,rt
42,0.04244652736368625,89,rt
43,0.04980104731060163,89,rt
44,0.05047865649491724,89,rt
45,0.0366436669482479,89,rt
46,0.029544223053167562,89,rt
47,0.06179920983211181,89,rt
48,0.04759377212841505,89,rt
49,0.03801273994459808,89,rt
50,0.03548792859582802,89,rt
51,0.02586449077371254,89,rt
52,0.028564426885943222,89,rt
53,0.03697189537090966,89,rt
54,0.026620106612271942,89,rt
55,0.04514648087702139,89,rt
56,0.03439007172371393,89,rt
57,0.028746801276390527,89,rt
58,0.029345726368501586,89,rt
59,0.021088319308271587,89,rt
60,0.017639619523649026,89,rt
61,0.0139710661007636,89,rt
62,0.017332110069830757,89,rt
63,0.003863406874719484,89,rt
64,-0.0065527380881468585,89,rt
65,-0.0055738439637803405,89,rt
66,-0.00708143593365909,89,rt
67,-0.013665628218632311,89,rt
68,-0.021223775351577143,89,rt
69,-0.013703028319789149,89,rt
70,-0.02033878620654605,89,rt
71,0.0073161719441346106,89,rt
72,0.01969935060931278,89,rt
73,0.02229703442532507,89,rt
74,0.020281653112465686,89,rt
75,0.013788543176388942,89,rt
76,0.007487411881140021,89,rt
77,0.007506377752381861,89,rt
78,0.003289613697421064,89,rt
79,0.01608339569076464,89,rt
80,0.017537058114234904,89,rt
81,0.010425526668529451,89,rt
82,0.012891855121639026,89,rt
83,-0.0010886650614962533,89,rt
84,0.009446268619627596,89,rt
85,0.01647861737472423,89,rt
86,0.02905191037840727,89,rt
87,0.023846306099519363,89,rt
88,0.035813631419470734,89,rt
89,0.051783817904010904,89,rt
90,0.03302311922816177,89,rt
91,0.03142580042763568,89,rt
92,0.029050535075118244,89,rt
93,0.027045384679271846,89,rt
94,0.042875384492963256,89,rt
95,0.026943054368403628,89,rt
96,0.03939708114983661,89,rt
97,0.04905009175037682,89,rt
98,0.04921686546422234,89,rt
99,0.059360333046899014,89,rt
100,0.07482504178633281,89,rt
1,-0.024002684354458872,90,rt
2,-0.03423798666172787,90,rt
3,-0.04009480557106729,90,rt
4,-0.03823501726339031,90,rt
5,-0.03533740981650268,90,rt
6,-0.032452891816976366,90,rt
7,-0.027483622617930803,90,rt
8,-0.042910644635085635,90,rt
9,-0.0426122313861468,90,rt
10,-0.03523826726179006,90,rt
11,-0.02948505881358999,90,rt
12,-0.019262914400081592,90,rt
13,-0.03053375530930809,90,rt
14,-0.029923573011836135,90,rt
15,-0.010900891654259667,90,rt
16,-0.03184516323223004,90,rt
17,-0.02024538189994856,90,rt
18,-0.029351215753949403,90,rt
19,-0.01879619687913557,90,rt
20,-0.03332178940242192,90,rt
21,-0.022658499712828743,90,rt
22,-0.018568134149747735,90,rt
23,0.006538159666761571,90,rt
24,0.0019220630351452182,90,rt
25,0.0027015639787608355,90,rt
26,0.0009619160229202943,90,rt
27,-0.014309524792782243,90,rt
28,-0.02111116616168511,90,rt
29,-0.037327503534793874,90,rt
30,-0.035133372154714904,90,rt
31,-0.03905340084741987,90,rt
32,-0.0434594764917834,90,rt
33,-0.05161692652657156,90,rt
34,-0.059791234289336435,90,rt
35,-0.06347945175626546,90,rt
36,-0.08318697057431979,90,rt
37,-0.08380102893529819,90,rt
38,-0.06177308327970025,90,rt
39,-0.06599091485758846,90,rt
40,-0.04309656663584803,90,rt
41,-0.04687821408732494,90,rt
42,-0.0411938361920519,90,rt
43,-0.04720497664172612,90,rt
44,-0.03848731535020885,90,rt
45,-0.021677940834031097,90,rt
46,-0.017380927761290455,90,rt
47,-0.02197380424151415,90,rt
48,-0.01948918343833572,90,rt
49,-0.0333440419800822,90,rt
50,-0.02435048102160961,90,rt
51,-0.020940632945536906,90,rt
52,-0.012544395309456113,90,rt
53,-0.017589094870119983,90,rt
54,-0.03260924229460678,90,rt
55,-0.02381984539956317,90,rt
56,0.000247535943541731,90,rt
57,0.007852795732624429,90,rt
58,-0.0008542172023276815,90,rt
59,-0.006360171095678246,90,rt
60,0.005661479413914363,90,rt
61,0.002813933051359382,90,rt
62,0.002896147527851311,90,rt
63,-0.0066152522008496185,90,rt
64,-0.015995576325322593,90,rt
65,-0.020365198055829953,90,rt
66,-0.017531597680952946,90,rt
67,-0.03286150347345714,90,rt
68,-0.02783448026178037,90,rt
69,-0.03080959228164602,90,rt
70,-0.02828283215577138,90,rt
71,-0.032493109720468566,90,rt
72,-0.02236443848425471,90,rt
73,-0.021440771917647077,90,rt
74,-0.022878995064074523,90,rt
75,-0.017445020446149345,90,rt
76,-0.03619745284340576,90,rt
77,-0.022716146657533236,90,rt
78,-0.008040737684840624,90,rt
79,-0.006235398132454186,90,rt
80,-0.018510000788038463,90,rt
81,-0.01899506410685099,90,rt
82,-0.009061562519506088,90,rt
83,-0.02003930728768748,90,rt
84,-0.013909076690793378,90,rt
85,-0.0014614094373271592,90,rt
86,0.005962800852258199,90,rt
87,0.003939784698177152,90,rt
88,0.010370124508439757,90,rt
89,0.020120707524209552,90,rt
90,0.009909396086859673,90,rt
91,-0.00018419274501029967,90,rt
92,-0.0005099507742079003,90,rt
93,0.01205009198739887,90,rt
94,0.016455606367965787,90,rt
95,-0.007277790322593233,90,rt
96,-0.0035876129751670907,90,rt
97,0.009016051881917238,90,rt
98,0.03193463069735024,90,rt
99,0.019579619764005695,90,rt
100,0.009725898740435519,90,rt
1,0.00026609478057664106,91,rt
2,0.009658687386448591,91,rt
3,0.011912585184111068,91,rt
4,0.018885255375989465,91,rt
5,0.03582049560927656,91,rt
6,0.04231667918160309,91,rt
7,0.04621122862856459,91,rt
8,0.05226770145174332,91,rt
9,0.03830147728090395,91,rt
10,0.03175583374906977,91,rt
11,0.024931335764724675,91,rt
12,0.039525938162563244,91,rt
13,0.040690193190288874,91,rt
14,0.03654888190942861,91,rt
15,0.0524398770522963,91,rt
16,0.05266683374215857,91,rt
17,0.04978576742280318,91,rt
18,0.044431398771117486,91,rt
19,0.053528436455968297,91,rt
20,0.04002423627878908,91,rt
21,0.033910770678884816,91,rt
22,0.030067157711632077,91,rt
23,0.02577826240688105,91,rt
24,0.02285224863354494,91,rt
25,0.02072491188120247,91,rt
26,0.011510440179286598,91,rt
27,-0.00016497711452995514,91,rt
28,0.013302722583565569,91,rt
29,0.011869613640308816,91,rt
30,0.030732886457125422,91,rt
31,0.024734243175688994,91,rt
32,0.014889873409103685,91,rt
33,0.019457740428321307,91,rt
34,0.026811303472746125,91,rt
35,0.015475233573776158,91,rt
36,0.02276772349652112,91,rt
37,0.02265475760628009,91,rt
38,0.006689893289330326,91,rt
39,-0.006967697194610961,91,rt
40,0.0017388907768460526,91,rt
41,0.0008812433064472751,91,rt
42,-0.01390281678838015,91,rt
43,-0.007773273404010178,91,rt
44,-0.020073315536197366,91,rt
45,-0.020692500872273308,91,rt
46,-0.02974991216600345,91,rt
47,-0.03158097066497582,91,rt
48,-0.031437791102088435,91,rt
49,-0.029429055836637616,91,rt
50,-0.0243086741311108,91,rt
51,-0.028487544171486932,91,rt
52,-0.029786335996409997,91,rt
53,-0.022745903515337045,91,rt
54,-0.016112576999516178,91,rt
55,-0.016995733170224462,91,rt
56,-0.013284942258789609,91,rt
57,-0.010190189026834528,91,rt
58,-0.007649870577937288,91,rt
59,-0.002076957983682951,91,rt
60,-0.00017743346264668968,91,rt
61,0.01115695097208719,91,rt
62,0.019007686710011212,91,rt
63,0.016220313892504976,91,rt
64,0.022369459273440168,91,rt
65,0.009015789331204104,91,rt
66,0.0007568043498233003,91,rt
67,0.01399386010590802,91,rt
68,-0.003493410803476515,91,rt
69,-0.0060648252942970314,91,rt
70,-0.022169518972047487,91,rt
71,-0.027036859981488588,91,rt
72,-0.018423003411510368,91,rt
73,-0.016011508816146817,91,rt
74,-0.00204815233677229,91,rt
75,-0.004650554470531532,91,rt
76,0.006736868780000493,91,rt
77,0.009437089701334327,91,rt
78,0.018607255727809843,91,rt
79,0.02621364013328443,91,rt
80,0.023923483096273884,91,rt
81,0.02199623883512817,91,rt
82,0.015969491983890777,91,rt
83,0.010433675031380485,91,rt
84,0.023606424699994123,91,rt
85,0.01865352756405845,91,rt
86,0.0029815137769174313,91,rt
87,0.010469583202855615,91,rt
88,0.004528130574899565,91,rt
89,0.022253070083425416,91,rt
90,0.02652257910512397,91,rt
91,0.021275695157194664,91,rt
92,0.026797092211431433,91,rt
93,0.04456284853162139,91,rt
94,0.03463086792455417,91,rt
95,0.012386343886596835,91,rt
96,0.003657265844378227,91,rt
97,0.0015324811157458396,91,rt
98,0.0039025605621606876,91,rt
99,-0.002076934328419575,91,rt
100,-0.019415165931524262,91,rt
1,0.0014438726161490007,92,rt
2,-0.011828408388568098,92,rt
3,-0.020759206481260423,92,rt
4,-0.023681987630409115,92,rt
5,-0.015102454832472778,92,rt
6,-0.003505991824904126,92,rt
7,0.0075562001443495366,92,rt
8,0.009306873358805312,92,rt
9,0.0006785787304366825,92,rt
10,-0.0015545567442067677,92,rt
11,0.005418583888990847,92,rt
12,0.013460460123381144,92,rt
13,0.005597530145944491,92,rt
14,0.008822063375015836,92,rt
15,0.01022527964187352,92,rt
16,-0.0009599685236972022,92,rt
17,0.0036530795863276636,92,rt
18,0.01133207425882276,92,rt
19,0.015555817438016857,92,rt
20,0.008729029721951786,92,rt
21,0.0213141341258254,92,rt
22,0.01799321644210143,92,rt
23,0.0023769121325007622,92,rt
24,-0.004195759778596153,92,rt
25,-0.0063191061608660355,92,rt
26,0.006568188260609896,92,rt
27,0.00494966563831065,92,rt
28,0.0047657731219901195,92,rt
29,0.02053539642147388,92,rt
30,0.024557376136864546,92,rt
31,0.04263139104793184,92,rt
32,0.04654472425793614,92,rt
33,0.04183198988905455,92,rt
34,0.042685559225620034,92,rt
35,0.03238989099777708,92,rt
36,0.030923197163495203,92,rt
37,0.01794566893585449,92,rt
38,0.01962502223307991,92,rt
39,0.025187883355067917,92,rt
40,0.027088888825680443,92,rt
41,0.02363283681790904,92,rt
42,0.034423008577740145,92,rt
43,0.040204131510732474,92,rt
44,0.03169437557777845,92,rt
45,0.02860588259599569,92,rt
46,0.00877106883199982,92,rt
47,0.012692493048717265,92,rt
48,0.007998080102225299,92,rt
49,-0.0038053586735936114,92,rt
50,-0.01792643410020263,92,rt
51,-0.01750418049261909,92,rt
52,-0.01465426177347212,92,rt
53,-0.013523615975841964,92,rt
54,-0.020826376343499268,92,rt
55,-0.019826345154151746,92,rt
56,-0.01806113022403292,92,rt
57,-0.013394495100541557,92,rt
58,-0.03896854468071144,92,rt
59,-0.042602731803061004,92,rt
60,-0.04062615837007373,92,rt
61,-0.03813942195370983,92,rt
62,-0.028723031179383615,92,rt
63,-0.03196587078118538,92,rt
64,-0.01875829179536624,92,rt
65,-0.03590981365606792,92,rt
66,-0.04067419685238701,92,rt
67,-0.05221076304098022,92,rt
68,-0.04223954893114529,92,rt
69,-0.033900572797189416,92,rt
70,-0.02844439096107975,92,rt
71,-0.029866537383660633,92,rt
72,-0.019688303430814146,92,rt
73,-0.02776142039422121,92,rt
74,-0.029162132448510042,92,rt
75,-0.04106744231517021,92,rt
76,-0.0415402125435432,92,rt
77,-0.03951957477940118,92,rt
78,-0.03947622421664101,92,rt
79,-0.05303696931367219,92,rt
80,-0.05751980811701254,92,rt
81,-0.05227194366967624,92,rt
82,-0.03773595691424241,92,rt
83,-0.03373994218519804,92,rt
84,-0.030962971638350986,92,rt
85,-0.04669937578689344,92,rt
86,-0.053602203424192536,92,rt
87,-0.04247265025395722,92,rt
88,-0.04439930197061458,92,rt
89,-0.03573863090405584,92,rt
90,-0.03295892146836677,92,rt
91,-0.04715941416626127,92,rt
92,-0.03851316861724935,92,rt
93,-0.03438347840697475,92,rt
94,-0.013535844024619981,92,rt
95,-0.013575795752359891,92,rt
96,-0.0026893762878578767,92,rt
97,0.0009150293697988629,92,rt
98,-0.0046738266654941215,92,rt
99,-0.003995704219229461,92,rt
100,-0.01179726943632809,92,rt
1,0.0002702758078091909,93,rt
2,0.004028594062288678,93,rt
3,0.002578828560499677,93,rt
4,-0.004032066979183828,93,rt
5,-0.020606053610345624,93,rt
6,-0.021078163970424918,93,rt
7,-0.018133833387859687,93,rt
8,-0.003958249157532144,93,rt
9,0.0009830426650607894,93,rt
10,-0.017275271422293015,93,rt
11,-0.02719771524837153,93,rt
12,-0.021916874299006954,93,rt
13,-0.02945812372595171,93,rt
14,-0.029086609163716245,93,rt
15,-0.023999491905222027,93,rt
16,-0.011896277615867354,93,rt
17,-0.007305132777411117,93,rt
18,-0.00421207579038828,93,rt
19,-0.013792343191156232,93,rt
20,-0.027860029771484704,93,rt
21,-0.03840449170051448,93,rt
22,-0.039704060737302725,93,rt
23,-0.04023915864776464,93,rt
24,-0.03973440432622723,93,rt
25,-0.024988997708832575,93,rt
26,-0.04045230296810361,93,rt
27,-0.0381213781471698,93,rt
28,-0.036952105986415455,93,rt
29,-0.01787589484665417,93,rt
30,-0.0178379667438346,93,rt
31,-0.025211363272884733,93,rt
32,-0.022243458491699543,93,rt
33,-0.03080320860278462,93,rt
34,-0.02385807398778535,93,rt
35,-0.0128643145152379,93,rt
36,-0.013737668588785161,93,rt
37,-0.007178141273909015,93,rt
38,0.005490532840304191,93,rt
39,0.003365875037239922,93,rt
40,0.0020111076494822343,93,rt
41,0.014637685103475732,93,rt
42,0.017543319737232013,93,rt
43,0.006222057564883652,93,rt
44,0.016490992587806987,93,rt
45,0.014453881034323489,93,rt
46,0.006725746705356678,93,rt
47,0.016545327857197555,93,rt
48,-0.00027989743805620707,93,rt
49,0.011200127147771768,93,rt
50,-0.0031195327318017177,93,rt
51,-0.012364486393106059,93,rt
52,0.009659564982316318,93,rt
53,-0.0009614730768825047,93,rt
54,0.006834432572102708,93,rt
55,0.025485588592231333,93,rt
56,0.02368222008922102,93,rt
57,0.02319002164823241,93,rt
58,0.03483760120890554,93,rt
59,0.025850395145322703,93,rt
60,0.01086228512084726,93,rt
61,-0.0007274900286999078,93,rt
62,-0.0003194868751725158,93,rt
63,0.011119603833500644,93,rt
64,0.005011455292448755,93,rt
65,-0.0003936002873117621,93,rt
66,0.004277382536113614,93,rt
67,-0.022835977732244835,93,rt
68,-0.022406092212842687,93,rt
69,-0.016360102572037783,93,rt
70,-0.017878955773484733,93,rt
71,-0.01702704593756363,93,rt
72,-0.005957475196295045,93,rt
73,0.0059707945310564815,93,rt
74,0.021306174990849334,93,rt
75,0.03411557872957317,93,rt
76,0.033391223479076165,93,rt
77,0.04200898780063152,93,rt
78,0.032289163660924776,93,rt
79,0.033870847865975245,93,rt
80,0.02117889668529701,93,rt
81,0.0191954375957513,93,rt
82,0.01867680967699636,93,rt
83,0.021903724293288136,93,rt
84,0.009284459847302005,93,rt
85,0.010100653676880157,93,rt
86,-0.0014423999159926103,93,rt
87,0.0033958261980477234,93,rt
88,0.0033938334600556517,93,rt
89,0.01988860880388709,93,rt
90,0.023309471149978188,93,rt
91,0.020564942161829726,93,rt
92,0.024170413934064966,93,rt
93,0.03519302720497722,93,rt
94,0.05833171785072586,93,rt
95,0.06060305278254559,93,rt
96,0.05575925467037909,93,rt
97,0.05655514776162616,93,rt
98,0.06100149831821408,93,rt
99,0.0753706229975597,93,rt
100,0.08134911195567233,93,rt
1,-0.0016341450111893438,94,rt
2,0.009011427585907391,94,rt
3,0.00712532744390731,94,rt
4,0.005835318561199551,94,rt
5,0.0070109310185593725,94,rt
6,0.006054097773527409,94,rt
7,0.005087300182929187,94,rt
8,0.01886633459187507,94,rt
9,0.027233978040129527,94,rt
10,0.018476582429951906,94,rt
11,0.00716550391447437,94,rt
12,-0.0031745296380169853,94,rt
13,-0.007429569571931572,94,rt
14,-0.002552140532243379,94,rt
15,0.002969054944369885,94,rt
16,-0.003571490777943198,94,rt
17,-0.009168215879734841,94,rt
18,-0.010184834016988074,94,rt
19,-0.014399220706503152,94,rt
20,-0.0018406851699661279,94,rt
21,0.006604935854403967,94,rt
22,0.019014566783672148,94,rt
23,0.023240617213415884,94,rt
24,0.022406504538053908,94,rt
25,0.030979281019403296,94,rt
26,0.035130748137967543,94,rt
27,0.03376723471019343,94,rt
28,0.028425739597347,94,rt
29,0.03127698801444244,94,rt
30,0.031341055128683425,94,rt
31,0.04275471583197586,94,rt
32,0.04645415582347491,94,rt
33,0.04003485836348667,94,rt
34,0.038460419602672595,94,rt
35,0.033558757658898423,94,rt
36,0.01580929202176708,94,rt
37,0.0436151036605458,94,rt
38,0.03872102917285603,94,rt
39,0.053787155536362624,94,rt
40,0.03907527990929513,94,rt
41,0.05268898384238241,94,rt
42,0.05126837177619099,94,rt
43,0.04510024890583839,94,rt
44,0.02790041978629869,94,rt
45,0.026251081629263828,94,rt
46,0.03430492107232679,94,rt
47,0.03058955114235251,94,rt
48,0.03166029712789222,94,rt
49,0.0368070501233974,94,rt
50,0.03820884055560454,94,rt
51,0.03668094586473075,94,rt
52,0.03329321031351779,94,rt
53,0.018355167767201565,94,rt
54,0.030245881219040573,94,rt
55,0.01633246387499067,94,rt
56,0.008977099814391723,94,rt
57,-0.008757171556312265,94,rt
58,-0.02782867892814877,94,rt
59,-0.02820879984734671,94,rt
60,-0.013046356046061686,94,rt
61,-0.004785348425361604,94,rt
62,0.0063599891790688135,94,rt
63,0.007122525436183208,94,rt
64,0.005377689712890047,94,rt
65,0.023750446497013973,94,rt
66,0.028097500871044307,94,rt
67,0.03212477879533553,94,rt
68,0.02609723868701233,94,rt
69,0.015492047952498315,94,rt
70,0.02195579936078762,94,rt
71,0.03456687705708959,94,rt
72,0.029441288044175083,94,rt
73,0.0357030305845193,94,rt
74,0.01910938765212031,94,rt
75,0.040097300602007294,94,rt
76,0.04579638834244411,94,rt
77,0.050721439342926215,94,rt
78,0.05028579145174462,94,rt
79,0.03222425936076785,94,rt
80,0.018072401332712894,94,rt
81,0.022193872586680638,94,rt
82,0.0040669085179825745,94,rt
83,0.01284209594790681,94,rt
84,-0.005362153879155958,94,rt
85,0.0007070985875757213,94,rt
86,0.01812983710935402,94,rt
87,0.01802452372945134,94,rt
88,0.01987085379467616,94,rt
89,0.029972483286159275,94,rt
90,0.04628745128730803,94,rt
91,0.055137951565518366,94,rt
92,0.0648975571241865,94,rt
93,0.09360427375309625,94,rt
94,0.08771237579904793,94,rt
95,0.0623438840433268,94,rt
96,0.06396412596344939,94,rt
