start_round,end_round,iter,success,maxrhat,miness,time_taken,num_obs,num_days
1.0,3.0,1,true,1.0405313902661835,110.35196943987366,71.3967969417572,70,103
1.0,3.0,2,true,1.026430581149298,108.9500905938896,55.015044927597046,70,103
1.0,3.0,3,true,1.0241340588467411,120.5069975078542,83.56924605369568,70,103
1.0,3.0,4,true,1.0175879135633588,103.60785914511466,89.6725721359253,70,103
1.0,3.0,5,true,1.0132523368770525,114.97078690501445,61.62517499923706,70,103
1.0,3.0,6,true,1.017301884557545,107.74038351472323,69.72818303108215,70,103
1.0,3.0,7,true,1.0333392377870705,112.32166600151696,74.12092900276184,70,103
1.0,3.0,8,true,1.0188543541682888,142.0542384504357,74.6399450302124,70,103
1.0,3.0,9,true,1.013794236420055,116.27492025387015,117.8289909362793,70,103
1.0,3.0,10,true,1.0067425446627734,104.15961130791295,71.78879284858704,70,103
