"start_round","end_round","iter","success","maxrhat","miness","time_taken","num_obs","num_days","iter_sampling","iter_warmup"
1,17,1,TRUE,1.02365668858919,247.983077186806,219.054,352,634,300,200
1,17,2,TRUE,1.03339826985204,121.418006468227,298.824,352,634,300,200
1,17,3,TRUE,1.02670773809131,216.490391615532,290.512000000001,352,634,300,200
1,17,4,TRUE,1.03684747244406,166.689378266943,208.856,352,634,300,200
1,17,5,FALSE,1.68694928869257,4.84073666149004,231.529,352,634,300,200
1,17,6,TRUE,1.0332949211485,273.919714703404,255.880999999999,352,634,300,200
1,17,7,TRUE,1.02785279772484,229.299491901038,207.792000000001,352,634,300,200
1,17,8,TRUE,1.02781352669376,308.859472663403,222.997000000001,352,634,300,200
1,17,9,TRUE,1.03303827172072,195.706523891984,257.785,352,634,300,200
1,17,10,TRUE,1.02329086012327,214.30768379137,321.121999999999,352,634,300,200
1,17,11,FALSE,1.78755424273854,4.58940694186135,273.043,352,634,300,200
1,17,12,FALSE,1.17413808270081,12.2222594978492,202.583000000001,352,634,300,200
1,17,13,TRUE,1.02905491738089,277.403158316002,211.078,352,634,300,200
