"start_round","end_round","iter","success","maxrhat","miness","time_taken","num_obs","num_days","iter_sampling","iter_warmup","max_treedepth"
1,9,1,TRUE,1.02219440336134,307.025062580103,292.23000000004,190,298,300,200,15
1,9,2,TRUE,1.02066832913582,232.046415735718,268.995999999985,190,298,300,200,15
1,9,3,TRUE,1.0224842053331,336.756251742569,283.10699999996,190,298,300,200,15
1,9,4,TRUE,1.02143566809211,327.491498089917,270.441999999981,190,298,300,200,15
1,9,5,TRUE,1.01209982304677,261.188071410318,278.180999999982,190,298,300,200,15
1,9,6,TRUE,1.0209405551038,240.811247256954,272.24099999998,190,298,300,200,15
1,9,7,TRUE,1.01628836660541,313.927308171251,271.652000000002,190,298,300,200,15
1,9,8,TRUE,1.0120720260689,359.071368015627,283.194000000018,190,298,300,200,15
1,9,9,TRUE,1.01564876093431,265.802851719611,269.325000000012,190,298,300,200,15
1,9,10,TRUE,1.02212001218288,248.414234189851,296.361000000034,190,298,300,200,15
