start_round,end_round,iter,success,maxrhat,miness,time_taken,num_obs,num_days
1.0,9.0,1,true,1.023057157429158,117.27176542566289,100.05303502082825,190,298
1.0,9.0,2,true,1.0136116235217585,110.04305901934335,99.89737010002136,190,298
1.0,9.0,3,true,1.042880243853332,105.18603183191534,85.6486279964447,190,298
1.0,9.0,4,true,1.0270131567408733,111.9942614762791,73.23756885528564,190,298
1.0,9.0,5,true,1.0204289467936727,119.83378618419272,92.64758110046387,190,298
1.0,9.0,6,true,1.0058889664455182,150.77595465895314,78.51656198501587,190,298
1.0,9.0,7,true,1.0159286437977895,101.37605733364985,82.5329258441925,190,298
1.0,9.0,8,true,1.0291835977735615,115.48533862723173,85.16428184509277,190,298
1.0,9.0,9,true,1.032682131962965,132.75602047979496,90.07011604309082,190,298
1.0,9.0,10,true,1.0351810430455575,103.533864308012,82.68746590614319,190,298
