"start_round","end_round","iter","success","maxrhat","miness","time_taken","num_obs","num_days","iter_sampling","iter_warmup"
1,10,1,TRUE,1.02095212052946,169.17781377536,105.073,209,333,300,200
1,10,2,TRUE,1.01758009987996,144.875048355507,64.9340000000002,209,333,300,200
1,10,3,TRUE,1.03580617459207,189.316512049628,103.662,209,333,300,200
1,10,4,FALSE,1.73207021955435,4.6962808995642,86.6189999999997,209,333,300,200
1,10,5,TRUE,1.02321228588094,139.572278918014,158.67,209,333,300,200
1,10,6,TRUE,1.03120349698887,151.040852170966,96.656,209,333,300,200
1,10,7,FALSE,1.70107148742112,4.85241180921556,84.9290000000001,209,333,300,200
1,10,8,TRUE,1.02432664956304,181.500981077971,93.031,209,333,300,200
1,10,9,FALSE,1.06212908520006,69.2540814893206,103.013,209,333,300,200
1,10,10,TRUE,1.01932048086639,121.780367603673,96.4459999999999,209,333,300,200
1,10,11,TRUE,1.01648012158418,129.361643002991,97.0610000000006,209,333,300,200
1,10,12,TRUE,1.02643980453848,144.84025418431,88.3119999999999,209,333,300,200
1,10,13,TRUE,1.02676716175853,198.465938156801,99.5859999999993,209,333,300,200
