start_round,end_round,iter,success,maxrhat,miness,time_taken,num_obs,num_days
1.0,2.0,1,true,1.0253534727482407,135.6125933715855,39.791812896728516,51,68
1.0,2.0,2,true,1.0154534342651387,109.33987960050263,37.43378806114197,51,68
1.0,2.0,3,true,1.0144429664321222,125.18418754625792,38.58288884162903,51,68
1.0,2.0,4,true,1.0303992250090555,108.56299184372546,36.34820604324341,51,68
1.0,2.0,5,true,1.0165445525084151,122.11519427214202,46.054078817367554,51,68
1.0,2.0,6,true,1.0201403519205439,100.06607931220275,33.54994201660156,51,68
1.0,2.0,7,true,1.018896197287663,118.59755419200992,37.99206495285034,51,68
1.0,2.0,8,true,1.0248512382249726,124.16685997588138,36.96219086647034,51,68
1.0,2.0,9,true,1.0187440261897567,111.36312089750683,33.668983936309814,51,68
1.0,2.0,10,true,1.0237418522030373,126.31628974517126,42.52775597572327,51,68
