start_round,end_round,iter,success,maxrhat,miness,time_taken,num_obs,num_days
1.0,5.0,1,true,1.0369355739210468,119.03049243594633,98.97206902503967,108,158
1.0,5.0,2,true,1.022820715207189,109.87403009608518,76.03029108047485,108,158
1.0,5.0,3,true,1.0157045260814448,138.11424945645606,119.22694182395935,108,158
1.0,5.0,4,true,1.013896332275231,118.18393134239889,88.22103118896484,108,158
1.0,5.0,5,true,1.0492712521597312,109.63605067444192,110.2858669757843,108,158
1.0,5.0,6,true,1.0413540650158997,105.57747096048922,62.550696849823,108,158
1.0,5.0,7,true,1.0390557225248958,100.24778982165098,106.5524389743805,108,158
1.0,5.0,8,true,1.036017412358983,106.76856854187426,101.87014198303223,108,158
1.0,5.0,9,true,1.0304330764052587,112.14188959939449,158.26362895965576,108,158
1.0,5.0,10,true,1.0383115346781124,112.04929866996864,88.06415104866028,108,158
