start_round,end_round,iter,success,maxrhat,miness,time_taken,num_obs,num_days
1.0,12.0,1,true,1.0241831719246461,127.62484036967004,142.48999285697937,247,403
1.0,12.0,2,true,1.0467028179696065,112.4106137871848,106.42197394371033,247,403
1.0,12.0,3,true,1.0260183930257631,116.7792708485678,122.79156804084778,247,403
1.0,12.0,4,true,1.0081485583417948,100.73687635363866,95.86228513717651,247,403
1.0,12.0,5,true,1.023500144750587,105.45086512046898,112.171560049057,247,403
1.0,12.0,6,true,1.0247128224335622,105.35132887457155,123.78439903259277,247,403
1.0,12.0,7,true,1.0184115856955909,100.61851408432499,116.69437789916992,247,403
1.0,12.0,8,true,1.0291071283316535,108.8769453918236,112.75475883483887,247,403
1.0,12.0,9,true,1.018165500176893,114.47311125989526,158.6662380695343,247,403
1.0,12.0,10,true,1.0347485125995393,128.98513177887472,113.0457410812378,247,403
