start_round,end_round,iter,success,maxrhat,miness,time_taken,num_obs,num_days
1.0,11.0,1,true,1.0320474618156994,112.30406383889513,103.49799299240112,228,368
1.0,11.0,2,true,1.0293781032877802,112.13815607947107,131.72257900238037,228,368
1.0,11.0,3,true,1.0264370346906415,116.30239988455638,124.46586799621582,228,368
1.0,11.0,4,true,1.0288533195662468,134.85103219332342,114.35395503044128,228,368
1.0,11.0,5,true,1.0326619128683296,111.66440904450977,129.1245560646057,228,368
1.0,11.0,6,true,1.0246841252504697,113.09003048403012,118.05469799041748,228,368
1.0,11.0,7,true,1.0384242203520568,100.57946209120306,113.76793789863586,228,368
1.0,11.0,8,true,1.035361419541858,109.94888590454859,96.19846510887146,228,368
1.0,11.0,9,true,1.0174507087501972,100.6502999026939,74.62581205368042,228,368
1.0,11.0,10,true,1.0463346870405272,128.76599488008463,121.31478309631348,228,368
