start_round,end_round,iter,success,maxrhat,miness,time_taken,num_obs,num_days
1.0,1.0,1,true,1.0186070394665139,124.689186094749,8.92626404762268,32,32
1.0,1.0,2,true,1.0331583705192928,113.44279287683267,10.260769128799438,32,32
1.0,1.0,3,true,1.0173879060376856,113.31822421069822,9.446773767471313,32,32
1.0,1.0,4,true,1.0386091379202391,131.0905198735109,8.974146127700806,32,32
1.0,1.0,5,true,1.0178779287266995,107.10149541992915,11.773660898208618,32,32
1.0,1.0,6,true,1.0254663573190719,114.95984033139095,10.053026914596558,32,32
1.0,1.0,7,true,1.023051262002507,147.28009390970587,10.93367314338684,32,32
1.0,1.0,8,true,1.0222479504637392,116.7652657022912,10.831082105636597,32,32
1.0,1.0,9,true,1.0272060220824053,116.92970930308645,11.854931116104126,32,32
1.0,1.0,10,true,1.0354130437225986,117.7663518048787,12.040219068527222,32,32
