"start_round","end_round","iter","success","maxrhat","miness","time_taken","num_obs","num_days","iter_sampling","iter_warmup","max_treedepth"
1,12,1,TRUE,1.01705141052848,244.231725975328,578.681,247,403,300,200,15
1,12,2,TRUE,1.02167642772332,330.731088958006,554.562,247,403,300,200,15
1,12,3,TRUE,1.01263442922794,330.54040452604,389.251,247,403,300,200,15
1,12,4,TRUE,1.01091275412535,304.300885257469,380.412,247,403,300,200,15
1,12,5,TRUE,1.02387282616074,200.75842582207,375.08,247,403,300,200,15
1,12,6,TRUE,1.02593949018597,218.79956602421,372.063,247,403,300,200,15
1,12,7,TRUE,1.01343251341749,249.793117196608,565.314,247,403,300,200,15
1,12,8,TRUE,1.0215760822541,274.970136067849,577.712,247,403,300,200,15
1,12,9,TRUE,1.0192068588899,218.386377380388,515.630000000001,247,403,300,200,15
1,12,10,TRUE,1.01524833014211,178.432296872056,391.124000000001,247,403,300,200,15
