"start_round","end_round","iter","success","maxrhat","miness","time_taken","num_obs","num_days","iter_sampling","iter_warmup"
1,15,1,TRUE,1.02321856044354,160.23752029095,195.088000000001,308,557,300,200
1,15,2,TRUE,1.02229913124438,229.403746349089,178.787,308,557,300,200
1,15,3,TRUE,1.03027550782509,215.431347667483,171.373,308,557,300,200
1,15,4,TRUE,1.02637493064037,265.506281470244,170.66,308,557,300,200
1,15,5,FALSE,1.77227794331949,4.57531746344145,149.853,308,557,300,200
1,15,6,TRUE,1.02228107240352,138.820262600768,156.685,308,557,300,200
1,15,7,TRUE,1.02340025116907,180.513315440105,168.285,308,557,300,200
1,15,8,TRUE,1.02240028008115,213.572013287846,184.5,308,557,300,200
1,15,9,FALSE,1.74248159664288,4.69978384243857,181.911,308,557,300,200
1,15,10,TRUE,1.031071754281,176.293052707459,151.776,308,557,300,200
1,15,11,TRUE,1.03678609308894,117.810029173482,242.328,308,557,300,200
1,15,12,TRUE,1.02251261678507,192.466714307499,164.585999999999,308,557,300,200
