"start_round","end_round","iter","success","maxrhat","miness","time_taken","num_obs","num_days","iter_sampling","iter_warmup"
1,5,1,TRUE,1.02314835118651,259.729381114473,32.993999999977,108,158,300,200
1,5,2,TRUE,1.02553959471549,113.447268825942,29.9019999999728,108,158,300,200
1,5,3,TRUE,1.0281520694053,142.147989099643,30.2279999999737,108,158,300,200
1,5,4,FALSE,1.04262233833472,84.10549831717,31.5749999999825,108,158,300,200
1,5,5,TRUE,1.02392578097653,242.726588134528,32.9020000000019,108,158,300,200
1,5,6,TRUE,1.02904499719375,239.09077537381,43.9320000000007,108,158,300,200
1,5,7,TRUE,1.02568285962385,100.699607021873,35.3219999999856,108,158,300,200
1,5,8,TRUE,1.03035912819634,154.470727470884,33.6369999999879,108,158,300,200
1,5,9,FALSE,1.75395810436828,4.755179789606,22.2940000000235,108,158,300,200
1,5,10,TRUE,1.02267472026063,242.703963690378,30.0160000000033,108,158,300,200
1,5,11,TRUE,1.01817914211581,256.62758459022,51.3349999999919,108,158,300,200
1,5,12,TRUE,1.02095824839525,200.327713112175,33.8950000000186,108,158,300,200
