start_round,end_round,iter,success,maxrhat,miness,time_taken,num_obs,num_days
1.0,6.0,1,true,1.0213649313849096,103.30383052752435,89.88498902320862,126,186
1.0,6.0,2,true,1.0421464498056316,102.08638832594296,144.16222596168518,126,186
1.0,6.0,3,true,1.036913991361851,106.1663212734506,148.49413895606995,126,186
1.0,6.0,4,true,1.0188966439607785,130.64742785180252,80.15022611618042,126,186
1.0,6.0,5,true,1.022492050128162,133.94474580916696,109.56915307044983,126,186
1.0,6.0,6,true,1.0404222185969272,115.511508244975,80.06923794746399,126,186
1.0,6.0,7,true,1.0230755765929032,128.86399083136942,110.2428240776062,126,186
1.0,6.0,8,true,1.0204671999386266,134.00158543794248,120.03402590751648,126,186
1.0,6.0,9,true,1.0284580473950862,107.69299512149605,139.51764702796936,126,186
1.0,6.0,10,true,1.0449474686012155,124.60999796035554,180.5297589302063,126,186
