"start_round","end_round","iter","success","maxrhat","miness","time_taken","num_obs","num_days","iter_sampling","iter_warmup","max_treedepth"
1,5,1,TRUE,1.01389577389832,309.700498025888,50.6640000000189,108,158,300,200,15
1,5,2,TRUE,1.02038115334858,218.633263035043,62.0219999999972,108,158,300,200,15
1,5,3,TRUE,1.01279242733758,336.738497475395,66.8919999999925,108,158,300,200,15
1,5,4,TRUE,1.03077332327766,194.641563688923,44.2080000000133,108,158,300,200,15
1,5,5,TRUE,1.01707385153314,251.379685838364,55.2000000000116,108,158,300,200,15
1,5,6,TRUE,1.01255899278459,286.56738312095,47.9670000000042,108,158,300,200,15
1,5,7,TRUE,1.0172888020576,316.553269700335,45.1430000000109,108,158,300,200,15
1,5,8,TRUE,1.02077826121695,296.042781718192,68.1560000000172,108,158,300,200,15
1,5,9,TRUE,1.02267499355046,199.964781467783,42.1809999999823,108,158,300,200,15
1,5,10,TRUE,1.01619671673457,367.710628937677,70.1909999999916,108,158,300,200,15
