"start_round","end_round","iter","success","maxrhat","miness","time_taken","num_obs","num_days","iter_sampling","iter_warmup"
1,3,1,FALSE,1.06418379711252,31.8901043091857,15.5869999999995,70,103,300,200
1,3,2,FALSE,1.07827789066747,37.8143868920466,15.9079999999958,70,103,300,200
1,3,3,FALSE,1.05571469627989,80.0014450183233,23.8310000000056,70,103,300,200
1,3,4,FALSE,1.04473400936611,62.203338150465,16.06700000001,70,103,300,200
1,3,5,FALSE,1.4391285356352,6.14869461535,20.44200000001,70,103,300,200
1,3,6,FALSE,1.12729565608541,16.7275150421756,15.6470000000263,70,103,300,200
1,3,7,FALSE,1.05245097204834,39.937024038487,25.2020000000193,70,103,300,200
1,3,8,FALSE,1.10131402731674,33.318505590409,14.8820000000123,70,103,300,200
1,3,9,TRUE,1.0317078239698,124.590470457951,34.8139999999839,70,103,300,200
1,3,10,TRUE,1.02797197955385,102.530690263865,17.7799999999988,70,103,300,200
1,3,11,FALSE,1.04723810453119,81.4592007685101,16.189000000013,70,103,300,200
1,3,12,FALSE,1.22941971373401,10.1976124963757,15.3469999999797,70,103,300,200
1,3,13,FALSE,1.02215995533057,76.8332087679465,39.8550000000105,70,103,300,200
1,3,14,FALSE,1.03192768950867,95.3453605384259,27.0419999999867,70,103,300,200
1,3,15,FALSE,1.05444414891831,56.6854329602272,15.8809999999939,70,103,300,200
1,3,16,FALSE,1.21059697375254,10.4854999714234,16.4349999999977,70,103,300,200
1,3,17,TRUE,1.03077788519858,117.076843344573,13.497000000003,70,103,300,200
1,3,18,FALSE,1.73321775278705,4.79148767673724,15.1900000000023,70,103,300,200
1,3,19,FALSE,1.10834409535534,32.214543254903,38.3000000000175,70,103,300,200
1,3,20,FALSE,1.06281630911848,73.0897838809641,19.5930000000226,70,103,300,200
1,3,21,FALSE,1.07113557545035,80.8542449863351,22.7980000000098,70,103,300,200
1,3,22,FALSE,1.03517089408356,62.1104403787826,16.426999999996,70,103,300,200
1,3,23,FALSE,1.28646158611683,9.52398813500529,19.4929999999877,70,103,300,200
1,3,24,TRUE,1.02486123027022,133.741483142196,35.0299999999988,70,103,300,200
1,3,25,FALSE,1.33274885188033,7.32368376657241,37.7000000000116,70,103,300,200
1,3,26,FALSE,1.0703215260104,30.3125448085594,22.6460000000079,70,103,300,200
1,3,27,FALSE,1.04193299723283,89.8986994035495,16.9670000000042,70,103,300,200
1,3,28,FALSE,1.03560461463394,59.9741853197513,13.7280000000028,70,103,300,200
1,3,29,TRUE,1.03285676379467,116.981209103468,18.8619999999937,70,103,300,200
1,3,30,FALSE,1.03971747874255,81.2101420468975,20.8020000000251,70,103,300,200
1,3,31,TRUE,1.02516145627618,101.529944428428,22.8770000000077,70,103,300,200
1,3,32,FALSE,1.07031955635303,55.5687425863003,16.8409999999858,70,103,300,200
1,3,33,FALSE,1.85784055420927,4.42551699191583,17.9590000000026,70,103,300,200
1,3,34,FALSE,1.04814758303183,47.7132372610992,20.6230000000214,70,103,300,200
1,3,35,FALSE,1.05074309355421,73.8303495730312,16.0739999999932,70,103,300,200
1,3,36,FALSE,1.04076984534022,88.707875855959,22.6330000000016,70,103,300,200
1,3,37,FALSE,1.08559701109197,41.0297088156128,19.2820000000065,70,103,300,200
1,3,38,FALSE,1.79055805052366,4.60511501844769,13.8979999999865,70,103,300,200
1,3,39,FALSE,1.05811749378569,53.9994256374014,21.8619999999937,70,103,300,200
1,3,40,FALSE,1.03149590191577,91.7169033793081,20.4170000000158,70,103,300,200
1,3,41,FALSE,1.60438679033537,5.15534019884107,14.3640000000014,70,103,300,200
1,3,42,FALSE,1.06262526467043,65.1929363902728,23.2259999999951,70,103,300,200
1,3,43,FALSE,1.0382306773268,82.1421950171388,24.012000000017,70,103,300,200
1,3,44,TRUE,1.01777832343499,136.687408127042,21.9629999999888,70,103,300,200
1,3,45,FALSE,1.07681677756433,35.6838462265323,23.1440000000002,70,103,300,200
1,3,46,FALSE,1.06159156646107,45.4789659661797,68.6000000000058,70,103,300,200
1,3,47,TRUE,1.02752145675167,108.695304329848,31.7700000000186,70,103,300,200
1,3,48,FALSE,1.0463923975291,77.6063498942629,23.4130000000005,70,103,300,200
1,3,49,FALSE,1.09634026058696,28.2166512816328,21.6589999999851,70,103,300,200
1,3,50,FALSE,1.05981357876949,38.9412432594683,16.1630000000005,70,103,300,200
