start_round,end_round,iter,success,maxrhat,miness,time_taken,num_obs,num_days
1.0,13.0,1,true,1.022818602680451,118.19820032452097,115.10011410713196,266,438
1.0,13.0,2,true,1.035018467398139,111.45496944473723,140.48688983917236,266,438
1.0,13.0,3,true,1.0229986132659945,112.60915493209924,127.4057559967041,266,438
1.0,13.0,4,true,1.0250434102205868,106.59832543280537,162.8147702217102,266,438
1.0,13.0,5,true,1.0326446846509214,108.4264884467422,148.38111186027527,266,438
1.0,13.0,6,true,1.025079657343234,122.77236332306943,141.21837496757507,266,438
1.0,13.0,7,true,1.0338557421332324,100.44410991007742,142.90688800811768,266,438
1.0,13.0,8,true,1.031472441639265,117.59585546085599,118.18603491783142,266,438
1.0,13.0,9,true,1.0242028247635624,103.10721864782107,143.0186858177185,266,438
1.0,13.0,10,true,1.0194526590165394,116.19701884988423,138.41590809822083,266,438
