"start_round","end_round","iter","success","maxrhat","miness","time_taken","num_obs","num_days","iter_sampling","iter_warmup","max_treedepth"
1,10,1,TRUE,1.01538848655066,246.765813496489,454.462999999989,209,333,300,200,15
1,10,2,TRUE,1.0135906286358,250.249204681378,433.081999999995,209,333,300,200,15
1,10,3,TRUE,1.01749839209297,318.255468156944,490.628999999957,209,333,300,200,15
1,10,4,TRUE,1.0155614794956,282.68885823089,302.645000000019,209,333,300,200,15
1,10,5,TRUE,1.03599204405303,133.446326941871,308.54700000002,209,333,300,200,15
1,10,6,TRUE,1.02884581581276,182.692903380835,306.358000000007,209,333,300,200,15
1,10,7,TRUE,1.01618982293568,264.2907383959,304.771000000008,209,333,300,200,15
1,10,8,TRUE,1.01496382903995,256.191795645493,352.13400000002,209,333,300,200,15
1,10,9,TRUE,1.02178377607005,296.018319148955,299.090000000026,209,333,300,200,15
1,10,10,TRUE,1.03627378893202,271.960763976057,301.831999999995,209,333,300,200,15
