"start_round","end_round","iter","success","maxrhat","miness","time_taken","num_obs","num_days","iter_sampling","iter_warmup"
1,2,1,FALSE,1.68217361393762,5.04704452879814,14.5649999999987,51,68,300,200
1,2,2,TRUE,1.04649206898928,129.798678677682,12.5159999999996,51,68,300,200
1,2,3,TRUE,1.02224344733063,171.357388485212,15.4710000000014,51,68,300,200
1,2,4,TRUE,1.01720180385752,184.642529733913,12.7229999999981,51,68,300,200
1,2,5,TRUE,1.04214882523818,120.315351364631,11.5260000000017,51,68,300,200
1,2,6,FALSE,1.68738852760884,4.99198696774709,20.5859999999993,51,68,300,200
1,2,7,TRUE,1.02231261138318,161.366153441297,18.2299999999996,51,68,300,200
1,2,8,TRUE,1.0283087331363,123.918943164189,12.2479999999996,51,68,300,200
1,2,9,FALSE,1.19906673889603,11.7710142466748,15.5780000000013,51,68,300,200
1,2,10,TRUE,1.02021392570683,178.446855282101,12.7860000000001,51,68,300,200
1,2,11,FALSE,1.41738178867996,6.58711840879635,12.7849999999999,51,68,300,200
1,2,12,TRUE,1.03136985480938,115.907980425506,14.8700000000026,51,68,300,200
1,2,13,FALSE,1.438280932794,6.37133519349878,12.4290000000001,51,68,300,200
1,2,14,FALSE,1.16322736812453,12.8722548986612,11.7289999999994,51,68,300,200
1,2,15,FALSE,1.07337680323281,35.1440772424821,13.2419999999984,51,68,300,200
1,2,16,FALSE,1.05192914848756,57.7280742569401,12.232,51,68,300,200
1,2,17,FALSE,1.07491313995308,31.6654155045684,11.2669999999998,51,68,300,200
1,2,18,FALSE,1.04755947412038,51.7202950360205,10.9449999999997,51,68,300,200
1,2,19,FALSE,1.3541138537962,8.35771274926845,12.4069999999992,51,68,300,200
1,2,20,FALSE,1.27262069815931,8.72801079031385,17.1229999999996,51,68,300,200
1,2,21,FALSE,1.07961211182765,34.576881514998,13.5529999999999,51,68,300,200
1,2,22,FALSE,1.03667139418017,93.8654449548025,12.9510000000009,51,68,300,200
1,2,23,FALSE,1.07302373174234,44.8107847699735,19.0360000000001,51,68,300,200
1,2,24,TRUE,1.01971439862944,171.31722175005,17.1460000000006,51,68,300,200
1,2,25,FALSE,1.04675696145697,65.4004925456597,12.1009999999987,51,68,300,200
1,2,26,TRUE,1.03774685284971,120.085152292304,20.875,51,68,300,200
