"start_round","end_round","iter","success","maxrhat","miness","time_taken","num_obs","num_days","iter_sampling","iter_warmup"
1,4,1,TRUE,1.02252986809782,228.647685440045,41.4629999999888,90,131,300,200
1,4,2,TRUE,1.02602919306433,211.976633573741,31.4130000000005,90,131,300,200
1,4,3,TRUE,1.01715255642242,307.33210960052,17.4640000000072,90,131,300,200
1,4,4,FALSE,1.07581453442941,28.9374007683364,24.0380000000005,90,131,300,200
1,4,5,TRUE,1.01658411453961,306.059970358678,19.13400000002,90,131,300,200
1,4,6,FALSE,1.05049504698108,171.938255764467,19.6779999999853,90,131,300,200
1,4,7,TRUE,1.02544031930166,202.444263967429,41.2619999999879,90,131,300,200
1,4,8,FALSE,NA,NA,25.1000000000058,90,131,300,200
1,4,9,FALSE,1.06186186533227,35.9125869973037,17.6270000000077,90,131,300,200
1,4,10,TRUE,1.02395941062515,225.478311304296,17.0380000000005,90,131,300,200
1,4,11,TRUE,1.0218570104613,237.744699463349,17.3709999999846,90,131,300,200
1,4,12,TRUE,1.02549960532504,295.364973437028,17.5819999999949,90,131,300,200
1,4,13,TRUE,1.03925294456683,220.438398501034,19.5039999999863,90,131,300,200
1,4,14,TRUE,1.02299405617492,286.220999176253,19.5709999999963,90,131,300,200
