"start_round","end_round","iter","success","maxrhat","miness","time_taken","num_obs","num_days","iter_sampling","iter_warmup"
1,14,1,TRUE,1.02666888343427,146.663685332506,163.986,288,518,300,200
1,14,2,FALSE,1.75143108922801,4.68803079263946,151.741,288,518,300,200
1,14,3,TRUE,1.01997674424802,194.085827231104,177.919,288,518,300,200
1,14,4,FALSE,1.14347543639197,17.643422445287,146.325,288,518,300,200
1,14,5,FALSE,1.79615034821374,4.55534087386721,201.051,288,518,300,200
1,14,6,FALSE,1.81225217826249,4.51391661017416,159.697,288,518,300,200
1,14,7,TRUE,1.03382432974464,110.319352302241,152.607,288,518,300,200
1,14,8,TRUE,1.0250841735301,173.571427031606,158.465,288,518,300,200
1,14,9,FALSE,1.04548027917407,56.6100249211384,140.366,288,518,300,200
1,14,10,TRUE,1.02831548186009,269.074864869437,152.212,288,518,300,200
1,14,11,FALSE,2.68691729855018,3.61161341630859,90.902,288,518,300,200
1,14,12,TRUE,1.02170742344881,218.29179459718,159.845,288,518,300,200
1,14,13,FALSE,1.92365354984551,4.31422988642457,141.909,288,518,300,200
1,14,14,FALSE,1.03045995167464,98.7980011240946,143.022,288,518,300,200
1,14,15,FALSE,1.75237076300788,4.69528110923387,147.754,288,518,300,200
1,14,16,FALSE,2.17887226113997,3.93504946361094,179.415,288,518,300,200
1,14,17,TRUE,1.02444430908305,134.302291034631,186.973,288,518,300,200
1,14,18,TRUE,1.02074650644345,148.773488458688,360.651,288,518,300,200
1,14,19,TRUE,1.02529712858687,226.535150440902,165.007,288,518,300,200
1,14,20,FALSE,1.04160984016775,68.7649144522374,136.93,288,518,300,200
1,14,21,FALSE,1.7440322062596,4.69013288057475,151.881,288,518,300,200
1,14,22,TRUE,1.03529030306094,137.452997985499,156.545,288,518,300,200
