"start_round","end_round","iter","success","maxrhat","miness","time_taken","num_obs","num_days","iter_sampling","iter_warmup","max_treedepth"
1,7,1,TRUE,1.01516502063523,347.512761443706,182.938000000024,147,217,300,200,15
1,7,2,TRUE,1.01894494410128,311.994462553161,171.091000000015,147,217,300,200,15
1,7,3,TRUE,1.01153411275384,268.046565887854,128.824000000022,147,217,300,200,15
1,7,4,TRUE,1.01654718500155,289.396426103791,143.646000000008,147,217,300,200,15
1,7,5,TRUE,1.02306389599482,259.554972879205,187.346999999951,147,217,300,200,15
1,7,6,TRUE,1.01582966838243,247.743511154274,189.646999999997,147,217,300,200,15
1,7,7,TRUE,1.01224368685763,269.515715768884,184.85699999996,147,217,300,200,15
1,7,8,TRUE,1.02261812091532,253.316881107258,122.838999999978,147,217,300,200,15
1,7,9,TRUE,1.01910360481399,251.040040582737,172.978000000003,147,217,300,200,15
1,7,10,TRUE,1.01690066862811,334.73838966132,126.199999999953,147,217,300,200,15
