start_round,end_round,iter,success,maxrhat,miness,time_taken,num_obs,num_days
NaN,NaN,1,true,1.0188385847853543,129.28506220001736,18.458372831344604,51,68
NaN,NaN,2,true,1.0234072137136827,114.17684771911277,16.74325203895569,51,68
NaN,NaN,3,true,1.0359852320665808,135.060943941396,15.403713941574097,51,68
NaN,NaN,4,true,1.0233483291865655,139.62547486815834,14.635889053344727,51,68
NaN,NaN,5,true,1.0181282325555943,160.27597999866808,17.264219999313354,51,68
NaN,NaN,6,true,1.032222035826048,110.18385880078235,14.999315977096558,51,68
NaN,NaN,7,true,1.0292537358426574,124.92949367190747,16.701416969299316,51,68
NaN,NaN,8,true,1.0272454903713313,108.51722126340174,15.114962100982666,51,68
NaN,NaN,9,true,1.0198400586889573,145.1344067694855,16.696808099746704,51,68
NaN,NaN,10,true,1.0283027571404884,111.75477805344418,14.938302040100098,51,68
