start_round,end_round,iter,success,maxrhat,miness,time_taken,num_obs,num_days
1.0,4.0,1,true,1.0240356355215157,142.58325269965326,42.440329790115356,90,131
1.0,4.0,2,true,1.018235298844334,104.5232976666154,34.4895339012146,90,131
1.0,4.0,3,true,1.009393340141143,131.64140299970535,30.45001196861267,90,131
1.0,4.0,4,true,1.0104226249800605,111.95918749411766,36.20555019378662,90,131
1.0,4.0,5,true,1.0205150722466967,119.792394442767,27.501649856567383,90,131
1.0,4.0,6,true,1.0315538212628121,109.2574271684268,34.68177795410156,90,131
1.0,4.0,7,true,1.0135212518177241,120.24047520360033,26.181269884109497,90,131
1.0,4.0,8,true,1.0094179355353168,122.71230673935956,30.00377583503723,90,131
1.0,4.0,9,true,1.029174086364814,110.1407851135356,29.383270025253296,90,131
1.0,4.0,10,true,1.0223297364726724,100.16179348768847,31.799421072006226,90,131
