start_round,end_round,iter,success,maxrhat,miness,time_taken,num_obs,num_days
1.0,19.0,1,true,1.033188112678499,101.5896512505124,342.2821669578552,400,700
1.0,19.0,2,true,1.01570898874753,117.90862105021978,267.54662799835205,400,700
1.0,19.0,3,true,1.0361211859110757,108.02121904281113,327.4388110637665,400,700
1.0,19.0,4,true,1.0315344013513503,104.38208652515594,171.94270396232605,400,700
1.0,19.0,5,true,1.015343562520099,106.38358374478716,218.16174507141113,400,700
1.0,19.0,6,true,1.0252490339096771,101.86555201689733,240.0882420539856,400,700
1.0,19.0,7,true,1.0223805451649075,115.84272884457508,240.05378890037537,400,700
1.0,19.0,8,true,1.0293942915511647,100.67116197939045,216.50233912467957,400,700
1.0,19.0,9,true,1.0224164824951492,100.2894614518251,199.57561206817627,400,700
1.0,19.0,10,true,1.0343922762582214,121.22889478688677,194.81292009353638,400,700
