"start_round","end_round","iter","success","maxrhat","miness","time_taken","num_obs","num_days","iter_sampling","iter_warmup","max_treedepth"
1,6,1,TRUE,1.01542028443005,254.805611021916,92.0380000000005,126,186,300,200,15
1,6,2,TRUE,1.02301541992312,283.440456834717,93.9320000000298,126,186,300,200,15
1,6,3,TRUE,1.02617272148158,205.022084813704,90.9219999999623,126,186,300,200,15
1,6,4,TRUE,1.01156847883109,315.88859265775,89.3829999999725,126,186,300,200,15
1,6,5,TRUE,1.01490235662121,260.226438242471,95.8640000000014,126,186,300,200,15
1,6,6,TRUE,1.02229716588466,219.586052456015,151.572000000044,126,186,300,200,15
1,6,7,TRUE,1.02147923452774,153.260614025076,102.453999999969,126,186,300,200,15
1,6,8,TRUE,1.01944736601734,283.713015834798,136.07699999999,126,186,300,200,15
1,6,9,TRUE,1.02341464253986,277.485181641376,98.3670000000275,126,186,300,200,15
1,6,10,TRUE,1.02395938202521,245.484598633678,90.0219999999972,126,186,300,200,15
