"start_round","end_round","iter","success","maxrhat","miness","time_taken","num_obs","num_days","iter_sampling","iter_warmup"
1,1,1,FALSE,1.12157493606783,17.3321138410847,7.53500000000349,32,32,300,200
1,1,2,FALSE,2.18384406418434,3.93313358683961,12.1749999999884,32,32,300,200
1,1,3,FALSE,1.6604665245108,5.00139314479161,8.58100000000559,32,32,300,200
1,1,4,FALSE,1.65526180965944,5.0546142017507,8.8070000000007,32,32,300,200
1,1,5,FALSE,1.77819922020982,4.65595668298993,8.98699999999371,32,32,300,200
1,1,6,FALSE,1.9089431711464,4.25944543963309,22.2719999999972,32,32,300,200
1,1,7,FALSE,1.73865188109578,4.74365772803353,9.2949999999837,32,32,300,200
1,1,8,FALSE,1.81164868267024,4.62363262231009,21.5719999999856,32,32,300,200
1,1,9,FALSE,1.8068194745255,4.72959193273191,10.3169999999809,32,32,300,200
1,1,10,FALSE,1.59422280815683,5.45240419986459,6.75800000000163,32,32,300,200
1,1,11,FALSE,1.51164264276419,6.27808052277938,7.92800000001444,32,32,300,200
1,1,12,FALSE,1.16098197426699,13.8157062465489,5.50500000000466,32,32,300,200
1,1,13,FALSE,1.95382678578076,4.46565293648073,6.4429999999993,32,32,300,200
1,1,14,FALSE,1.37007139302935,7.21092187642342,9.6820000000007,32,32,300,200
1,1,15,FALSE,1.89153728511917,4.37805983910988,12.5339999999851,32,32,300,200
1,1,16,FALSE,1.85653975315426,4.43783514975387,8.16100000002189,32,32,300,200
1,1,17,FALSE,2.12777537477645,4.09181617570897,5.15200000000186,32,32,300,200
1,1,18,FALSE,1.91377043558031,4.31710498739504,9.64100000000326,32,32,300,200
1,1,19,FALSE,1.86249570685565,4.90944546479817,6.89900000000489,32,32,300,200
1,1,20,FALSE,1.95829746780248,4.22865495876429,14.7369999999937,32,32,300,200
1,1,21,FALSE,1.78543787541196,4.6464094925452,8.40700000000652,32,32,300,200
1,1,22,FALSE,2.21212423663318,3.90936819360146,8.32600000000093,32,32,300,200
1,1,23,FALSE,1.2905850184261,8.25658362063848,7.31899999998859,32,32,300,200
1,1,24,FALSE,1.62591899767778,5.129932217349,8.72400000001653,32,32,300,200
1,1,25,FALSE,2.21520282768795,3.93554475341354,9.55799999998999,32,32,300,200
1,1,26,FALSE,1.68384343059809,4.94872597698282,5.78099999998813,32,32,300,200
1,1,27,FALSE,1.73029221930412,4.73799263081085,10.9300000000221,32,32,300,200
1,1,28,FALSE,1.96392150686448,4.22690919620078,21.0769999999902,32,32,300,200
1,1,29,FALSE,1.8027637065051,4.51502275545319,13.3279999999795,32,32,300,200
1,1,30,FALSE,1.89418209401591,4.4283235169312,6.40299999999115,32,32,300,200
1,1,31,FALSE,2.39345457734937,3.7664597604708,9.7390000000014,32,32,300,200
1,1,32,FALSE,1.87671566155527,4.49799286186287,6.32199999998556,32,32,300,200
1,1,33,FALSE,1.43014180489752,6.5935293107809,9.13199999998324,32,32,300,200
1,1,34,FALSE,1.95535082095229,4.39624021917519,11.4890000000014,32,32,300,200
1,1,35,FALSE,1.69697819691797,4.85146481816844,9.70900000000256,32,32,300,200
1,1,36,FALSE,2.05890303753692,4.08671907996537,8.73400000002584,32,32,300,200
1,1,37,FALSE,1.90449955307266,5.2166254516573,18.9210000000021,32,32,300,200
1,1,38,FALSE,1.47167444731255,6.73854045421848,13.7909999999974,32,32,300,200
1,1,39,FALSE,1.77946920816664,4.58724046834476,8.85800000000745,32,32,300,200
1,1,40,FALSE,1.64613195569453,5.06049848182525,13.3670000000275,32,32,300,200
1,1,41,FALSE,2.21640771610938,3.95207721700182,41.8910000000033,32,32,300,200
1,1,42,FALSE,1.89125875795495,4.34699493709851,6.82399999999325,32,32,300,200
1,1,43,FALSE,2.35987885623159,3.86396862681054,13.8099999999977,32,32,300,200
1,1,44,FALSE,1.75785579145423,4.64999665760264,22.502999999997,32,32,300,200
1,1,45,FALSE,1.34495424778152,8.10953757291469,14.448000000004,32,32,300,200
1,1,46,FALSE,1.69515961076925,4.8858826326304,5.51999999998952,32,32,300,200
1,1,47,FALSE,1.84946480834627,4.42975445899071,5.94500000000698,32,32,300,200
1,1,48,FALSE,1.27270276039387,8.71282139154301,9.30799999998999,32,32,300,200
1,1,49,FALSE,2.05346661215213,4.07747987435765,13.2569999999832,32,32,300,200
1,1,50,FALSE,1.83459855943515,4.61670899660271,4.39300000001094,32,32,300,200
