start_round,end_round,iter,success,maxrhat,miness,time_taken,num_obs,num_days
1.0,6.0,1,true,1.0227751857706577,106.51559819263545,45.61284804344177,126,186
1.0,6.0,2,true,1.0429095126989518,140.48158597958917,56.72132205963135,126,186
1.0,6.0,3,true,1.013498710783696,111.63770196964114,42.803674936294556,126,186
1.0,6.0,4,true,1.0210250552170177,103.38200918318199,38.778862953186035,126,186
1.0,6.0,5,true,1.0308600596334547,120.4900491368477,56.578880071640015,126,186
1.0,6.0,6,true,1.019595261266247,109.90030291505691,43.0407030582428,126,186
1.0,6.0,7,true,1.0202853851388987,133.85783289135347,50.28077006340027,126,186
1.0,6.0,8,true,1.0234515576172982,104.62742324075705,34.9248468875885,126,186
1.0,6.0,9,true,1.0283171209360389,112.3209648265566,52.99197483062744,126,186
1.0,6.0,10,true,1.0305274139193985,102.11129473008413,38.28717112541199,126,186
