start_round,end_round,iter,success,maxrhat,miness,time_taken,num_obs,num_days
1.0,3.0,1,true,1.0220837025749903,107.54170499458634,21.704368114471436,70,103
1.0,3.0,2,true,1.0141396432730034,123.00664393455291,20.000580072402954,70,103
1.0,3.0,3,true,1.0322536093898265,101.14575509826551,26.54587411880493,70,103
1.0,3.0,4,true,1.0386655752531935,113.44903124723209,22.45030403137207,70,103
1.0,3.0,5,true,1.0293510369568148,103.24532221677417,25.21487808227539,70,103
1.0,3.0,6,true,1.0204928261407888,142.05342329864675,19.590714931488037,70,103
1.0,3.0,7,true,1.0311335640998098,105.57631746958927,24.14046001434326,70,103
1.0,3.0,8,true,1.033091556133613,127.32785602720001,23.634459972381592,70,103
1.0,3.0,9,true,1.0329315105260282,143.10045077996278,27.779969930648804,70,103
1.0,3.0,10,true,1.0379352745102606,106.06207162392191,24.34515118598938,70,103
