"start_round","end_round","iter","success","maxrhat","miness","time_taken","num_obs","num_days","iter_sampling","iter_warmup","max_treedepth"
1,1,1,FALSE,1.0577440979854,58.1230930766095,3.65699999997742,32,32,300,200,15
1,1,2,TRUE,1.01252050432678,421.99226975154,2.57000000000698,32,32,300,200,15
1,1,3,TRUE,1.01906775349967,248.521522270681,2.47400000001653,32,32,300,200,15
1,1,4,FALSE,1.07174309763855,41.7838191146805,2.15499999999884,32,32,300,200,15
1,1,5,TRUE,1.00829309566032,239.406953910725,3.09500000000116,32,32,300,200,15
1,1,6,TRUE,1.02200552275969,182.64249280885,2.61699999999837,32,32,300,200,15
1,1,7,TRUE,1.01377060712377,210.362647559823,2.10999999998603,32,32,300,200,15
1,1,8,TRUE,1.01365647449117,196.392995336613,2.59699999997974,32,32,300,200,15
1,1,9,TRUE,1.02496251285629,131.813297516871,3.91399999998976,32,32,300,200,15
1,1,10,TRUE,1.0126532016644,422.445414047986,3.12000000002445,32,32,300,200,15
1,1,11,TRUE,1.02111070640378,202.838103559462,3.95699999999488,32,32,300,200,15
1,1,12,TRUE,1.02456960065893,353.50309082052,2.72000000000116,32,32,300,200,15
